domain,page,page_title,pageviews,visits,active_visitors,pageviews_per_session,avg_session_duration,bounce_rate
blogs.nasa.gov,blogs.nasa.gov/solarcycle25/2023/12/31/strong-solar-flare-erupts-from-sun-8/,Strong Solar Flare Erupts from Sun – Solar Cycle 25,153516,144338,127228,1.0635868586235087,50.725976003891994,0.54646039158087267
science.nasa.gov,science.nasa.gov/eclipses/future-eclipses/eclipse-2024/,2024 Total Eclipse - NASA Science,153503,137122,121423,1.119462959991832,59.682417076657977,0.058692259447791016
weather.ndc.nasa.gov,weather.ndc.nasa.gov/goes/abi/goesEastconusband13.html,Interactive Weather Satellite Imagery Viewers from NASA Earth Science Office,153373,395,223,388.28860759493671,28406.626184436227,0.49873417721518987
www.nasa.gov,www.nasa.gov/nasatv/,NASA TV Live - NASA,139961,120965,85612,1.1570371595089488,120.74659638978476,0.30870913074029677
spotthestation.nasa.gov,spotthestation.nasa.gov/tracking_map.cfm,"Live Space Station Tracking Map | Spot The Station | NASA",136564,117816,89375,1.1591294900522848,96.3245778907122,0.22737998234535206
spaceplace.nasa.gov,spaceplace.nasa.gov/menu/play/,"Play | NASA Space Place – NASA Science for Kids",132307,77523,61157,1.7066805980160726,93.969991346421025,0.1915173561394683
www.nasa.gov,www.nasa.gov/images/,NASA Images - NASA,122615,95661,86575,1.2817658188812577,60.012154260096239,0.0875382862399515
eclipse2017.nasa.gov,eclipse2017.nasa.gov/,Eclipse 2017,122390,122941,121474,0.9955181753849407,0.47090022217601463,0.99633970766465219
mobile.arc.nasa.gov,mobile.arc.nasa.gov/public/iexplore/scripts/v15/getubernewsitem.php,(not set),122344,61573,38394,1.9869748103876699,187.37487014633621,0.47501339872996279
eyes.nasa.gov,eyes.nasa.gov/apps/orrery/#/sc_voyager_1,NASA/JPL Eyes,113473,86602,68574,1.3102815177478579,99.05905478477051,0.0452414493891596
science.nasa.gov,science.nasa.gov/mission/hubble/multimedia/what-did-hubble-see-on-your-birthday,What Did Hubble See on Your Birthday? - NASA Science,111389,74871,64914,1.4877455890798841,102.72205162237138,0.48058660896742394
apod.nasa.gov,apod.nasa.gov/apod/ap231225.html,"APOD: 2023 December 25 – Cathedral, Mountain, Moon",109652,93692,84847,1.1703453870127651,94.916393260744286,0.33252572258036972
www.nasa.gov,www.nasa.gov/image-article/telescopes-illuminate-christmas-tree-cluster/,Sprightly Stars Illuminate ‘Christmas Tree Cluster’ - NASA,107483,99927,80604,1.0756252064006724,75.832470905239617,0.6531568044672611
images.nasa.gov,images.nasa.gov/details/art001m1203451716,(not set),105221,97757,88634,1.0763525885614329,28.900612232031037,0.6030565586096136
spaceplace.nasa.gov,spaceplace.nasa.gov/menu/solar-system/,"Solar System | NASA Space Place – NASA Science for Kids",102370,59074,45101,1.7329112638385753,97.185580860276261,0.0808477502793107
www.nasa.gov,www.nasa.gov/missions/webb/nasas-webb-rings-in-holidays-with-ringed-planet-uranus/,NASA’s Webb Rings in Holidays With Ringed Planet Uranus - NASA,101883,95738,82000,1.0641855898389354,86.388958319396309,0.49352399256303664
www.nasa.gov,www.nasa.gov/learning-resources/internship-programs/,NASA Internship Programs - NASA,101825,90096,63098,1.1301833599715858,141.31687962219138,0.40340303676078848
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/saturn,NASA/JPL Eyes on the Solar System,96632,66432,56172,1.4546001926782273,89.152792209806691,0.02233863198458574
spotthestation.nasa.gov,spotthestation.nasa.gov/,"Spot The Station | NASA",95798,81045,63918,1.1820346720957493,81.641145754979277,0.21031525695601208
www.nasa.gov,www.nasa.gov/events/,Events - NASA,93943,74206,63993,1.2659757971053553,68.708398031590349,0.20856804032018975
europa.nasa.gov,europa.nasa.gov/mensaje-en-una-botella/inscribete/,"Inscríbete | Mensaje en una botella – NASA's Europa Clipper",93689,76837,69317,1.2193214206697294,61.058387584035941,0.14418834676002446
worldview.earthdata.nasa.gov,worldview.earthdata.nasa.gov/,EOSDIS Worldview,92882,50974,32664,1.8221250049044611,169.12276538428668,0.13532389061089967
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/mercury,NASA/JPL Eyes on the Solar System,92136,65772,54189,1.4008392629082285,88.158715748242173,0.015781791643860611
mars.nasa.gov,mars.nasa.gov/participate/send-your-name/future,Send Your Name to Mars: Future Mission,91296,56342,51448,1.6203897625217423,75.170670643116466,0.12731177451989634
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/jupiter,NASA/JPL Eyes on the Solar System,90027,64975,55422,1.3855636783378222,83.206570140320125,0.024855713736052328
www.jpl.nasa.gov,www.jpl.nasa.gov/news/nasas-tech-demo-streams-first-video-from-deep-space-via-laser,NASA’s Tech Demo Streams First Video From Deep Space via Laser,87482,83653,68946,1.045772417008356,91.818706800984359,0.56194039663849471
voyager.jpl.nasa.gov,voyager.jpl.nasa.gov/mission/status/,Voyager - Mission Status,87384,76800,59635,1.1378125,103.59236463744035,0.0511328125
science.nasa.gov,science.nasa.gov/mercury/,Mercury - NASA Science,85605,64998,51643,1.3170405243238255,68.02697765076168,0.05078617803624727
eol.jsc.nasa.gov,eol.jsc.nasa.gov/ESRS/HDEV/,HDEV,84868,82171,51085,1.0328096287011233,146.776750712023,0.34227403828601333
spotthestation.nasa.gov,spotthestation.nasa.gov/sightings/index.cfm,"ISS sightings over your city | Spot The Station | NASA",84834,70184,57980,1.208737034081842,90.60365394960715,0.12686652228428133
www.jpl.nasa.gov,www.jpl.nasa.gov/,NASA Jet Propulsion Laboratory (JPL) - Robotic Space Exploration,82445,74404,45163,1.1080721466587817,111.5988613421361,0.44418310843503039
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/sun,NASA/JPL Eyes on the Solar System,80296,61723,53443,1.3009088994378109,37.217994479345492,0.024350728253649367
exhibits.larc.nasa.gov,exhibits.larc.nasa.gov/items/,"Available Items | Exhibits",79914,19722,19475,4.0520738261839568,35.039525791127453,0.0013183247135178987
science.nasa.gov,science.nasa.gov/jupiter/,Jupiter - NASA Science,79777,60452,50316,1.3196916561900351,57.598533181939182,0.039353536690266658
eyes.nasa.gov,eyes.nasa.gov/dsn/dsn.html,DSN Now,79767,28908,14650,2.7593399750933996,306.56446337979378,0.38190120381901205
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/mars,NASA/JPL Eyes on the Solar System,76898,55375,47780,1.3886772009029344,103.95730608524525,0.033878103837471786
spaceplace.nasa.gov,spaceplace.nasa.gov/,"Home | NASA Space Place – NASA Science for Kids",76286,56922,44220,1.3401848143072976,97.540359007841843,0.13811882927514846
www.nasa.gov,www.nasa.gov/learning-resources/nasa-kids-club/,NASA Kids' Club - NASA,74989,61936,45955,1.2107498062516147,81.626904098928378,0.46192844226298113
www.nasa.gov,www.nasa.gov/image-article/ice-flows-on-mars/,Ice Flows on Mars - NASA,73960,69083,61545,1.0705962393063417,44.083076846732595,0.49082987131421624
images.nasa.gov,images.nasa.gov/,(not set),73539,64536,52916,1.1394880376843932,48.49132048518026,0.097062104871699514
science.nasa.gov,science.nasa.gov/sun/,Sun - NASA Science,72867,58264,49177,1.2506350405052862,53.576953277337175,0.04273650968007689
eyes.nasa.gov,eyes.nasa.gov/apps/earth/#/,Eyes on the Earth,72257,33320,27086,2.1685774309723889,225.08011853992457,0.15312124849939976
www.nasa.gov,www.nasa.gov/international-space-station/,International Space Station - NASA,71097,61944,51214,1.1477624951569159,107.9919918497898,0.29145679969004262
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/venus,NASA/JPL Eyes on the Solar System,70716,50426,42517,1.4023717923293539,86.674503147618609,0.025542378931503591
eyes.nasa.gov,eyes.nasa.gov/apps/asteroids/#/99942_apophis,Eyes on Asteroids - NASA/JPL,70648,63650,57560,1.1099450117831893,35.423215982635661,0.030526315789473683
science.nasa.gov,science.nasa.gov/solar-system/asteroids/apophis/,Apophis - NASA Science,69619,65767,56934,1.0585704076512537,89.342705158935416,0.056183192178448159
europa.nasa.gov,europa.nasa.gov/message-in-a-bottle/learn/,"Learn | Message in a Bottle – NASA's Europa Clipper",69590,60596,50185,1.148425638656017,109.04425039606798,0.21631790877285628
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/,NASA/JPL Eyes on the Solar System,69209,55613,45903,1.2444752126301404,79.759746994186429,0.16282164242173591
www.nasa.gov,www.nasa.gov/news/all-news/,All NASA News - NASA,68780,59034,42943,1.1651082427075923,98.95903160814413,0.15121794220279838
www.nasa.gov,www.nasa.gov/image-of-the-day/,Image of the Day - NASA,68366,48271,33541,1.416316214704481,102.12612992089697,0.15723726461022144
science.nasa.gov,science.nasa.gov/multimedia-galleries/2024-nasa-science-planning-guide/,2024 NASA Science Planning Guide - NASA Science,67790,57985,52645,1.1690954557213071,113.3143285553394,0.32522204018280587
science.nasa.gov,science.nasa.gov/saturn/,Saturn - NASA Science,67439,49716,41079,1.3564848338563038,62.093969624020609,0.044150776410008849
climate.nasa.gov,climate.nasa.gov/,Home – Climate Change: Vital Signs of the Planet,67141,52088,37640,1.2890109046229459,152.75860094496051,0.31222162494240518
eyes.nasa.gov,eyes.nasa.gov/,NASA’s Eyes,64871,58855,42400,1.1022173137371507,72.624256081074776,0.45049698411349925
www.nasa.gov,www.nasa.gov/careers/,Careers - NASA,64269,55904,49947,1.1496315111619919,91.699242098181813,0.14907698912421294
odeo.larc.nasa.gov,odeo.larc.nasa.gov/,"Office Of Diversity and Equal Opportunity | Equity + Engagement = Endless Possibilities",63922,54763,55322,1.1672479593886382,1.6864558824982994,0.9453463104650951
science.nasa.gov,science.nasa.gov/venus/,Venus - NASA Science,62935,47482,38860,1.3254496440756498,61.496070099371337,0.03902531485615602
climate.nasa.gov,climate.nasa.gov/evidence/,"Evidence | Facts – Climate Change: Vital Signs of the Planet",61587,54392,37360,1.1322804824238859,246.65364491870042,0.37369466097955584
mars.nasa.gov,mars.nasa.gov/,NASA Mars Exploration,61502,50657,38667,1.2140868981582011,120.68475368300233,0.32092307084904359
science.nasa.gov,science.nasa.gov/mars/,Mars - NASA Science,60674,47156,38591,1.2866655356688439,62.007221665134061,0.038340826193909577
eyes.nasa.gov,eyes.nasa.gov/apps/exo/,Eyes on Exoplanets – NASA/JPL,59471,41718,30014,1.4255477252025504,151.27053046998796,0.091663071096409227
science.nasa.gov,science.nasa.gov/solar-system/meteors-meteorites/geminids/,Geminids - NASA Science,59249,57897,47636,1.0233518144290723,68.751007211443266,0.62265747793495341
urs.earthdata.nasa.gov,urs.earthdata.nasa.gov/profile,Earthdata User Profile,58393,33664,25413,1.7345829372623573,127.66328521719633,0.12345532319391635
europa.nasa.gov,europa.nasa.gov/spacecraft/assembly/,"Assembly | Spacecraft – NASA's Europa Clipper",58008,50343,41661,1.1522555270842023,83.733506161991627,0.15422203682736427
eyes.nasa.gov,eyes.nasa.gov/apps/earth/,Eyes on the Earth,57976,49586,42099,1.1692009841487516,117.76030463475534,0.08649618844028556
www.nasa.gov,www.nasa.gov/centers-and-facilities/marshall/nasas-3d-printed-rotating-detonation-rocket-engine-test-a-success/,NASA’s 3D-printed Rotating Detonation Rocket Engine Test a Success - NASA,57839,56204,47923,1.0290904561952885,83.987841987285634,0.44962991957867765
www.nasa.gov,www.nasa.gov/specials/artemis/,NASA Artemis,57782,56701,45817,1.0190649194899561,133.96509513064325,0.36203947020334737
urs.earthdata.nasa.gov,urs.earthdata.nasa.gov/home,Earthdata Login,57461,32749,26393,1.7545879263488962,103.23285970958408,0.12311826315307338
www.nasa.gov,www.nasa.gov/missions/mars-science-laboratory/curiosity-rover/nasas-curiosity-rover-captures-a-martian-day-from-dawn-to-dusk/,"NASA’s Curiosity Rover Captures a Martian Day, From Dawn to Dusk - NASA",57427,54528,48633,1.0531653462441315,66.115564482760462,0.40441607981220656
eyes.nasa.gov,eyes.nasa.gov/apps/orrery/#/sc_jwst,NASA/JPL Eyes,57330,47550,34603,1.2056572029442691,47.834695760202315,0.04065194532071504
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/neptune,NASA/JPL Eyes on the Solar System,57080,41228,34677,1.3845202289706025,94.856036172592766,0.018700882895119821
oh.larc.nasa.gov,oh.larc.nasa.gov/oh/,Virtual Tour,56668,62044,61844,0.91335181484108052,12.683133512975342,0.3421442847011798
voyager.jpl.nasa.gov,voyager.jpl.nasa.gov/,Voyager,56280,47363,39420,1.1882482106285497,95.205186294077023,0.23083419546903702
www.earthdata.nasa.gov,www.earthdata.nasa.gov/,"Earthdata | Earthdata",55253,38386,31486,1.4393789402386286,108.86244255593621,0.19298702652008545
science.nasa.gov,science.nasa.gov/,NASA Science,54782,45864,35358,1.1944444444444444,67.4133966066062,0.42798273155416011
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/story/annular_solar_eclipse,NASA/JPL Eyes on the Solar System,54046,42045,36357,1.285432274943513,46.5950082643808,0.015959091449637294
images.nasa.gov,images.nasa.gov/,NASA Image and Video Library,53975,39945,34246,1.3512329452997871,91.340563518640352,0.068343972962823879
science.nasa.gov,science.nasa.gov/earth/,Earth - NASA Science,53940,43915,38890,1.2282819082318115,68.066399802217646,0.22475236251850164
misse1.larc.nasa.gov,misse1.larc.nasa.gov/,MISSE Master,53773,53361,54705,1.0077209947339818,0.11222539728935529,0.00442270572140702
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/uranus,NASA/JPL Eyes on the Solar System,53769,38883,32910,1.3828408301828563,88.761468029163439,0.029035825424992927
mars.nasa.gov,mars.nasa.gov/mars2020/,Mars 2020 Perseverance Rover - NASA Mars,53628,44335,29825,1.2096086613285215,108.53340397480545,0.1918123378820345
misse1.larc.nasa.gov,misse1.larc.nasa.gov/pages/picture.html,Welcome to Adobe GoLive 5,53615,53125,54506,1.0092235294117646,0.092817792093333948,0
science.nasa.gov,science.nasa.gov/neptune/,Neptune - NASA Science,53337,41446,33585,1.2868793128408049,68.9832863978464,0.049992761665781982
spaceplace.nasa.gov,spaceplace.nasa.gov/menu/earth/,"Earth | NASA Space Place – NASA Science for Kids",52878,35599,30478,1.4853788027753589,61.396502284974481,0.075760555071771679
science.nasa.gov,science.nasa.gov/mission/webb/multimedia/images/,Webb Image Galleries - NASA Science,51399,41924,35835,1.226004198072703,128.24997641644387,0.30149794866902013
science.nasa.gov,science.nasa.gov/mission/webb/,James Webb Space Telescope - NASA Science,50818,43875,35028,1.1582450142450142,92.186366055686975,0.17652421652421652
www.nasa.gov,www.nasa.gov/missions/webb/nasas-webb-stuns-with-new-high-definition-look-at-exploded-star/,NASA’s Webb Stuns With New High-Definition Look at Exploded Star - NASA,49842,48267,38765,1.0326309901174715,94.336121510632225,0.53709573828910018
science.nasa.gov,science.nasa.gov/uranus/,Uranus - NASA Science,49362,37484,31226,1.3168551915483939,58.202671108620976,0.046926688720520755
heasarc.gsfc.nasa.gov,heasarc.gsfc.nasa.gov/docs/nicer/ql/nicer_ql1.html,HEASARC: NICER Quick Look,48726,73,12,667.49315068493149,22116.859363372012,0.0821917808219178
climate.nasa.gov,climate.nasa.gov/effects/,"Effects | Facts – Climate Change: Vital Signs of the Planet",48375,44653,33924,1.0833314670906771,207.7446068390141,0.40696033861106756
www.sewp.nasa.gov,www.sewp.nasa.gov/sewp5chop/quoteinterface,NASA SEWP CHOP Quotes,47452,23575,2421,2.0128101802757157,266.81997421338309,0.098324496288441143
spaceplace.nasa.gov,spaceplace.nasa.gov/menu/sun/,"Sun | NASA Space Place – NASA Science for Kids",47446,31286,27433,1.5164930000639263,62.786676218866681,0.078022118519465569
www.nasa.gov,www.nasa.gov/nasa-missions/,Missions - NASA,46660,41064,36098,1.1362750827975843,77.30202417129901,0.078000194817845314
spaceplace.nasa.gov,spaceplace.nasa.gov/menu/space/,"Universe | NASA Space Place – NASA Science for Kids",46249,31402,26860,1.4728042799821668,61.42294727624509,0.085472262913190239
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/sc_hubble_space_telescope,NASA/JPL Eyes on the Solar System,46063,35557,31993,1.2954692465618585,73.3924585519631,0.061900610287707061
www.nasa.gov,www.nasa.gov/missions/juno/nasas-juno-to-get-close-look-at-jupiters-volcanic-moon-io-on-dec-30/,NASA’s Juno to Get Close Look at Jupiter’s Volcanic Moon Io on Dec. 30 - NASA,45504,42908,34279,1.0605015381746994,79.352679650618782,0.456464994872751
www1.grc.nasa.gov,www1.grc.nasa.gov/beginners-guide-to-aeronautics/newtons-laws-of-motion/,"Newton’s Laws of Motion | Glenn Research Center | NASA",45453,44517,34605,1.0210256755846081,179.79299577785793,0.49324976975088169
www.jpl.nasa.gov,www.jpl.nasa.gov/galleries/visions-of-the-future,Visions of the Future,45341,37140,23501,1.2208400646203554,114.2152268178906,0.55603123317178249
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/earth/moons/moon,NASA/JPL Eyes on the Solar System,45300,34605,30106,1.3090593844820113,68.501593080642479,0.031613928623031355
mars.nasa.gov,mars.nasa.gov/mars2020/multimedia/raw-images/,Images from the Mars Perseverance Rover - NASA Mars,43247,33226,16606,1.3016011557214229,152.44563653492364,0.15818936977066153
science.nasa.gov,science.nasa.gov/moon/,Moon - NASA Science,42651,35126,29366,1.2142287764049422,71.674770272931354,0.064425212093605883
climatekids.nasa.gov,climatekids.nasa.gov/cubesat-builder-game/,"CubeSat Builder: Build a NASA Spacecraft! | NASA Climate Kids",42327,33519,26301,1.262776335809541,233.08349497866348,0.10573107789611862
eyes.nasa.gov,eyes.nasa.gov/apps/asteroids/,Eyes on Asteroids - NASA/JPL,41558,33098,28795,1.2555743549459182,74.883077218952252,0.10713638286301287
apod.nasa.gov,apod.nasa.gov/apod/ap231218.html,APOD: 2023 December 18 – The Same Color Illusion,41361,35776,31421,1.1561102415026834,63.83908506205821,0.112449686940966
solarsystem.nasa.gov,solarsystem.nasa.gov/__webgl/5/moon_lunar/,Webgl – NASA Solar System Exploration,41310,36506,31882,1.1315948063332055,59.78539220292673,0.036185832465896017
www.sewp.nasa.gov,www.sewp.nasa.gov/sewp5chop/quoteinterface/details,CHOP Quote Tool,40895,19366,1762,2.1117422286481462,536.00803942873392,0.10719818238149334
apod.nasa.gov,apod.nasa.gov/apod/ap231215.html,APOD: 2023 December 15 - Betelgeuse Eclipsed,40090,37806,33820,1.0604136909485267,59.49947576275467,0.15730307358620324
climate.nasa.gov,climate.nasa.gov/faq/19/what-is-the-greenhouse-effect/,What is the greenhouse effect? – Climate Change: Vital Signs of the Planet,39592,37622,30213,1.0523629791079687,165.15860582639843,0.44341077029397691
firms.modaps.eosdis.nasa.gov,firms.modaps.eosdis.nasa.gov/map/,"NASA | LANCE | FIRMS",39395,35253,20949,1.1174935466485121,127.87366085900914,0.3716846793180722
apod.nasa.gov,apod.nasa.gov/apod/ap231207.html,APOD: 2023 December 7 - Orion and the Ocean of Storms,39305,37133,33401,1.0584924460722269,46.510325474777545,0.14698516144669163
www.csbf.nasa.gov,www.csbf.nasa.gov/antarctica/ice.htm,CSBF Antarctica Operations,39232,3907,1182,10.041208088047094,2682.1079693837423,0.20450473509086256
climate.nasa.gov,climate.nasa.gov/what-is-climate-change/,"What Is Climate Change? | Facts – Climate Change: Vital Signs of the Planet",39081,37079,26320,1.0539928261279969,211.00331097484474,0.42441813425389036
science.nasa.gov,science.nasa.gov/jupiter/facts/,Jupiter: Facts - NASA Science,39020,34948,27359,1.1165159665789173,186.83103685832083,0.24725306169165617
exoplanets.nasa.gov,exoplanets.nasa.gov/,Exoplanet Exploration: Planets Beyond our Solar System,38668,30783,23548,1.2561478738264626,107.5150344077318,0.19410063996361629
apod.nasa.gov,apod.nasa.gov/apod/ap231220.html,APOD: 2023 December 20 – Ice Halos over Bavaria,38312,34862,30658,1.0989616201021168,66.215920909596747,0.17104583787505021
apod.nasa.gov,apod.nasa.gov/apod/ap231212.html,APOD: 2023 December 12 – Aurora and Milky Way over Norway,38227,35974,30965,1.0626285650747762,49.025200849430476,0.15461166397954079
spaceplace.nasa.gov,spaceplace.nasa.gov/explore-mars/en/,"Explore Mars: A Mars Rover Game | NASA Space Place – NASA Science for Kids",38055,29590,23934,1.2860763771544441,229.37241522085174,0.16711726934775262
apod.nasa.gov,apod.nasa.gov/apod/ap231209.html,APOD: 2023 December 9 - Pic du Pleiades,38047,36030,32382,1.0559811268387456,34.570992905913492,0.16383569247849014
apod.nasa.gov,apod.nasa.gov/apod/ap231214.html,APOD: 2023 December 14 - Supernova Remnant Cassiopeia A,37751,34960,31273,1.0798340961098398,51.43950498746571,0.15746567505720824
apod.nasa.gov,apod.nasa.gov/apod/ap231210.html,APOD: 2023 December 10 – Big Dipper over Pyramid Mountain,37235,34280,30974,1.0862018669778297,51.898855377991254,0.097607934655775969
apod.nasa.gov,apod.nasa.gov/apod/ap231206.html,APOD: 2023 December 6 – Stars Verus Dust in the Carina Nebula,37216,35591,30795,1.0456576100699615,43.406054683030945,0.14278890730802732
eyes.nasa.gov,eyes.nasa.gov/apps/solar-system/#/134340_pluto,NASA/JPL Eyes on the Solar System,37043,27127,24078,1.3655398680281639,69.966892225020032,0.018136911564124305
www.nasa.gov,www.nasa.gov/image-galleries/,Image Galleries - NASA,36876,34620,27974,1.0651646447140382,78.2704359148212,0.11652224147891392
urs.earthdata.nasa.gov,urs.earthdata.nasa.gov/login,Earthdata Login,36856,16306,13909,2.2602722924077026,91.731905548843883,0.041211823868514658
eyes.nasa.gov,eyes.nasa.gov/apps/mrn/#/mars,Mars Relay Network,36392,7684,1230,4.7360749609578345,1154.1052401385778,0.27850078084331076
mars.nasa.gov,mars.nasa.gov/participate/send-your-name/mars2020/,Send Your Name to Mars: Mars 2020 Perseverance,36337,25917,25079,1.4020527067175985,49.831295966833871,0.081953929852992241
mars.nasa.gov,mars.nasa.gov/participate/send-your-name/find,Find Your Mars Boarding Pass,36278,21889,20437,1.6573621453698204,48.857823744535786,0.061309333455160125
sdo.gsfc.nasa.gov,sdo.gsfc.nasa.gov/,"SDO | Solar Dynamics Observatory",36089,31917,17137,1.1307453708055268,105.29371593675452,0.27665507409844281
blogs.nasa.gov,blogs.nasa.gov/solarcycle25/2023/12/14/sun-releases-strong-solar-flare-8/,Sun Releases Strong Solar Flare – Solar Cycle 25,35779,33475,29405,1.0688274831964153,86.082049013909369,0.45341299477221808
science.nasa.gov,science.nasa.gov/saturn/facts/,Saturn: Facts - NASA Science,35745,31395,24024,1.1385570950788342,188.10768759683884,0.22248765727026595
apod.nasa.gov,apod.nasa.gov/apod/ap231213.html,APOD: 2023 December 13 – Deep Field: The Heart Nebula,35691,33799,29584,1.0559484008402615,42.866761093778955,0.1508328648776591
ssd.jpl.nasa.gov,ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/,Small-Body Database Lookup,35590,24650,16477,1.4437728194726167,194.34433280784339,0.38235294117647056
apod.nasa.gov,apod.nasa.gov/apod/ap231211.html,APOD: 2023 December 11 – Solar Minimum versus Solar Maximum,35580,32497,29397,1.0948702957196048,45.374612504694205,0.12524233006123642
earthobservatory.nasa.gov,earthobservatory.nasa.gov/,NASA Earth Observatory - Home,35476,31661,18001,1.1204636619184485,101.75113065472284,0.24967625785666908
apod.nasa.gov,apod.nasa.gov/apod/ap231221.html,APOD: 2023 December 21 - Three Galaxies and a Comet,35377,32436,29302,1.0906708595387842,50.066849137947976,0.1441299790356394
science.nasa.gov,science.nasa.gov/dwarf-planets/pluto/,Pluto - NASA Science,35292,26963,23514,1.3089047954604458,55.834865107830552,0.034677150168749768
www.nasa.gov,www.nasa.gov/missions/station/commercial-resupply/sierra-spaces-dream-chaser-new-station-resupply-spacecraft-for-nasa/,Sierra Space’s Dream Chaser New Station Resupply Spacecraft for NASA - NASA,34873,34112,28081,1.0223088649155723,88.664082275670722,0.4807985459662289
science.nasa.gov,science.nasa.gov/venus/facts/,Venus: Facts - NASA Science,34631,30583,23348,1.1323611156524866,212.80314476254233,0.22329398685544258
