page_title,active_visitors
"Get ready to file in 2024: What’s new and what to consider | Internal Revenue Service",33
"Newsroom | Internal Revenue Service",33
"Sanctions Programs and Country Information | Office of Foreign Assets Control",33
TTB Online - COLAs Online -My E-Filed COLAs,33
"Taxpayer Identification Numbers (TIN) | Internal Revenue Service",33
"Transcript or Copy of Form W-2 | Internal Revenue Service",33
"Where to File Paper Tax Returns With or Without a Payment | Internal Revenue Service",33
"General Instructions for Forms W-2 and W-3 (2023) | Internal Revenue Service",32
"Use the EITC Assistant | Internal Revenue Service",32
"When to File | Internal Revenue Service",32
"Direct File | Internal Revenue Service",31
"Transcript Types and Ways to Order Them | Internal Revenue Service",31
"About Schedule A (Form 1040), Itemized Deductions | Internal Revenue Service",30
"FRC Contact Us | FinCEN.gov",30
"Energy Efficient Home Improvement Credit | Internal Revenue Service",29
Harriet Tubman 2024 Proof Half Dollar - US Mint,29
"Identity and Tax Return Verification Service | Internal Revenue Service",29
"Instructions for the  Requester of Form W-9 (10/2018) | Internal Revenue Service",29
"Tax Season Refund Frequently Asked Questions | Internal Revenue Service",28
"Free Tax Return Preparation for Qualifying Taxpayers | Internal Revenue Service",27
"Payment Plans Installment Agreements | Internal Revenue Service",27
Today's Auction Results — TreasuryDirect,27
"Who Qualifies for the Earned Income Tax Credit (EITC) | Internal Revenue Service",27
"Clean vehicle credit seller or dealer requirements | Internal Revenue Service",26
"Employee Retention Credit | Internal Revenue Service",26
"Homeowner Assistance Fund | U.S. Department of the Treasury",26
"IRS sets January 23 as official start to 2023 tax filing season; more help available for taxpayers this year | Internal Revenue Service",26
"Interest Rate Statistics | U.S. Department of the Treasury",26
"New electronic filing requirements for Forms W-2 | Internal Revenue Service",26
"1040 (2022) | Internal Revenue Service",25
"About Form 940, Employer's Annual Federal Unemployment (FUTA) Tax Return | Internal Revenue Service",25
"Amount of Roth IRA Contributions That You Can Make For 2023 | Internal Revenue Service",25
"About Form 4506-T, Request for Transcript of Tax Return | Internal Revenue Service",24
TTB Online - COLAs Online - Application Detail,24
Treasury Bonds — TreasuryDirect,24
"Treasury Reporting Rates of Exchange | U.S. Treasury Fiscal Data",24
"Am I Required to File a Form 1099 or Other Information Return? | Internal Revenue Service",23
"Direct Pay Help | Internal Revenue Service",23
Formulas Online,23
"IRS2GoApp | Internal Revenue Service",23
Savings Bonds: About — TreasuryDirect,23
"Tax season rapidly approaching: Get ready now to file 2023 federal income tax returns in early 2024 | Internal Revenue Service",23
Treasury Hunt® — TreasuryDirect,23
"About Form 8822, Change of Address | Internal Revenue Service",22
"About Form W-4V, Voluntary Withholding Request | Internal Revenue Service",22
"About Publication 15, (Circular E), Employer's Tax Guide | Internal Revenue Service",22
"About Publication 505, Tax Withholding and Estimated Tax | Internal Revenue Service",22
"Games | U.S. Mint for Kids",22
"Home | Office of Foreign Assets Control",22
"Individual Taxpayer Identification Number | Internal Revenue Service",22
"U.S. Beneficial Ownership Information Registry Now Accepting Reports | U.S. Department of the Treasury",22
"Understanding your Form 1099-K | Internal Revenue Service",22
"About Form 2848, Power of Attorney and Declaration of Representative | Internal Revenue Service",21
"Annual filing and forms | Internal Revenue Service",21
Contact Us — TreasuryDirect,21
"E-File Provider Search | Internal Revenue Service",21
"Harriet Tubman $5 Gold Coin | U.S. Mint",21
"About Schedule C (Form 1040), Profit or Loss from Business (Sole Proprietorship) | Internal Revenue Service",20
"Home energy tax credits | Internal Revenue Service",20
Savings Bond Calculator - Detailed Instructions — TreasuryDirect,20
"Tax Pro Account | Internal Revenue Service",20
The United States Mint Cart,20
"""Where to File Your Taxes"" for Form 941 | Internal Revenue Service",19
"About Form 5695, Residential Energy Credits | Internal Revenue Service",19
"About Form 8936, Qualified Plug-In Electric Drive Motor Vehicle Credit | Internal Revenue Service",19
Buyback Results — TreasuryDirect,19
"Coin Stamper Game | U.S. Mint for Kids",19
"Does My Child/Dependent Qualify for the Child Tax Credit or the Credit for Other Dependents? | Internal Revenue Service",19
"E-file Employment Tax Forms | Internal Revenue Service",19
"Emergency Rental Assistance Program | U.S. Department of the Treasury",19
"Exemption Requirements - 501(c)(3) Organizations | Internal Revenue Service",19
"Frequently Asked Questions on Gift Taxes | Internal Revenue Service",19
Harriet Tubman 2024 Uncirculated Five-Dollar Gold Coin - US Mint,19
"How do I apply for an ITIN? | Internal Revenue Service",19
"Specially Designated Nationals And Blocked Persons List (SDN) Human Readable Lists | Office of Foreign Assets Control",19
"Used Clean Vehicle Credit | Internal Revenue Service",19
"efile for Tax Professionals | Internal Revenue Service",19
"About Form W-7, Application for IRS Individual Taxpayer Identification Number | Internal Revenue Service",18
"About Schedule B (Form 1040), Interest and Ordinary Dividends | Internal Revenue Service",18
"Clean Vehicle Tax Credits | Internal Revenue Service",18
"Credits and Deductions | Internal Revenue Service",18
"Economic Impact Payments | Internal Revenue Service",18
"Frequently asked questions about the Employee Retention Credit | Internal Revenue Service",18
"Instructions for Form 940 (2023) | Internal Revenue Service",18
"Limited Liability Company (LLC) | Internal Revenue Service",18
"MSB Registrant Search | FinCEN.gov",18
"More Information | Internal Revenue Service",18
"Recent Actions | Office of Foreign Assets Control",18
"Self-Employed Individuals Tax Center | Internal Revenue Service",18
"Standard mileage rates | Internal Revenue Service",18
"Submit Forms 2848 and 8821 Online | Internal Revenue Service",18
"Update My Information | Internal Revenue Service",18
"What to Expect for Refunds This Year | Internal Revenue Service",18
"Who Should File a Tax Return | Internal Revenue Service",18
"¿Dónde está mi reembolso? | Internal Revenue Service",18
"""Where to File your Taxes"" for Form 940 | Internal Revenue Service",17
"About Form 1065, U.S. Return of Partnership Income | Internal Revenue Service",17
"About Form SS-4, Application for Employer Identification Number (EIN) | Internal Revenue Service",17
"Definition of Adjusted Gross Income | Internal Revenue Service",17
"Estimated Tax | Internal Revenue Service",17
"FinCEN Issues Final Rule Regarding Access to Beneficial Ownership Information | FinCEN.gov",17
"How Much Is My Standard Deduction? | Internal Revenue Service",17
"How to File | Internal Revenue Service",17
"Independent Contractor (Self-Employed) or Employee? | Internal Revenue Service",17
"News releases for current month | Internal Revenue Service",17
"Newsroom | OCC",17
"Pago directo | Internal Revenue Service",17
"Reference Materials | FinCEN.gov",17
"Understanding Your CP01A Notice | Internal Revenue Service",17
"Where to file addresses for taxpayers and tax professionals filing form 1040 | Internal Revenue Service",17
"About Form 1096, Annual Summary and Transmittal of U.S. Information Returns | Internal Revenue Service",16
EE bonds — TreasuryDirect,16
"Exempt Organization Types | Internal Revenue Service",16
"IRA Deduction Limits | Internal Revenue Service",16
"Link & Learn Taxes | Internal Revenue Service",16
"Payment options available through Direct Pay | Internal Revenue Service",16
"Publication 15-T (2023), Federal Income Tax Withholding Methods | Internal Revenue Service",16
Savings Bond Calculator - Inventory Instructions — TreasuryDirect,16
TTB Online - COLAs Online - Public COLA Registry Search,16
"Topic No. 551, Standard Deduction | Internal Revenue Service",16
"Topic no. 152, Refund information | Internal Revenue Service",16
"About Form 1040-SR, U.S. Tax Return for Seniors | Internal Revenue Service",15
"About Form 1040-X, Amended U.S. Individual Income Tax Return | Internal Revenue Service",15
"About Form W-8 BEN, Certificate of Foreign Status of Beneficial Owner for United States Tax Withholding and Reporting (Individuals) | Internal Revenue Service",15
"About Publication 590-B, Distributions from Individual Retirement Arrangements (IRAs) | Internal Revenue Service",15
"About Publication 970, Tax Benefits for Education | Internal Revenue Service",15
Buying savings bonds — TreasuryDirect,15
"Employment tax due dates | Internal Revenue Service",15
"Get My Payment | Internal Revenue Service",15
"Refund Inquiries | Internal Revenue Service",15
"Residential Clean Energy Credit | Internal Revenue Service",15
"Roth IRAs | Internal Revenue Service",15
"Topic No. 751, Social Security and Medicare Withholding Rates | Internal Revenue Service",15
"Who needs to file a tax return | Internal Revenue Service",15
"Yearly Average Currency Exchange Rates | Internal Revenue Service",15
"About Form W-4P, Withholding Certificate for Periodic Pension or Annuity Payments | Internal Revenue Service",14
"About Publication 15-T, Federal Income Tax Withholding Methods | Internal Revenue Service",14
"Become an Authorized e-file Provider | Internal Revenue Service",14
"Business Name Change | Internal Revenue Service",14
"Credits and deductions under the Inflation Reduction Act of 2022 | Internal Revenue Service",14
"Enrolled Agents | Internal Revenue Service",14
"Forms and Associated Taxes for Independent Contractors | Internal Revenue Service",14
"Inflation Reduction Act of 2022 | Internal Revenue Service",14
"Online EIN: Frequently Asked Questions | Internal Revenue Service",14
"Report of Foreign Bank and Financial Accounts (FBAR) | Internal Revenue Service",14
"Su cuenta en línea | Internal Revenue Service",14
"Underpayment of Estimated Tax by Individuals Penalty | Internal Revenue Service",14
"Understanding the National Debt | U.S. Treasury Fiscal Data",14
"About Form 8832, Entity Classification Election | Internal Revenue Service",13
"Annual Electronic Notice (Form 990-N) for Small Organizations FAQs: How to File | Internal Revenue Service",13
"Business Taxes | Internal Revenue Service",13
"Employee Retention Credit Eligibility Checklist: Help understanding this complex credit | Internal Revenue Service",13
"Financial Institution Search | OCC",13
"Form W-2 Reporting of Employer-Sponsored Health Coverage | Internal Revenue Service",13
"Frequently Asked Questions about the Identity Protection Personal Identification Number (IP PIN) | Internal Revenue Service",13
"General Instructions for Certain Information Returns (2023) | Internal Revenue Service",13
"Government Spending Open Data | USAspending",13
"Harriet Tubman Silver Dollar | U.S. Mint",13
"How long should I keep records? | Internal Revenue Service",13
"Identity Theft Central | Internal Revenue Service",13
Legacy Treasury Direct — TreasuryDirect,13
"Offer in Compromise | Internal Revenue Service",13
"Publications | Internal Revenue Service",13
"Recovery Rebate Credit | Internal Revenue Service",13
Savings Bond Calculator Help — TreasuryDirect,13
TIPS/CPI Data — TreasuryDirect,13
TTB Online - COLAs Online - Image Upload,13
"Tax withholding: How to get it right | Internal Revenue Service",13
"Using IRS Forms, Instructions, Publications and Other Item Files | Internal Revenue Service",13
"Where to File Tax Returns - Addresses Listed by Return Type | Internal Revenue Service",13
"2024 US Mint Product Release Schedule | New Coin Launch Dates",12
"About Form 1098-T, Tuition Statement | Internal Revenue Service",12
"About Form W-4R, Withholding Certificate for Nonperiodic Payments and Eligible Rollover Distributions | Internal Revenue Service",12
"About Schedule 8812 (Form 1040), Credits for Qualifying Children and Other Dependents | Internal Revenue Service",12
"Beneficial Ownership Information Reporting Rule Fact Sheet | FinCEN.gov",12
"Business Structures | Internal Revenue Service",12
"Corporations | Internal Revenue Service",12
"FAQs | Internal Revenue Service",12
"Fact Sheet: Beneficial Ownership Information Access and Safeguards Final Rule | FinCEN.gov",12
"Federal, State & Local Governments | Internal Revenue Service",12
"IRS and Treasury issue final regulations on e-file for businesses | Internal Revenue Service",12
"IRS issues standard mileage rates for 2023; business use increases 3 cents per mile | Internal Revenue Service",12
"Individual Retirement Arrangements (IRAs) | Internal Revenue Service",12
"International individuals | Internal Revenue Service",12
"LLC | Internal Revenue Service",12
"Notices Index Search | Internal Revenue Service",12
"Publication 15 (2023), (Circular E), Employer's Tax Guide | Internal Revenue Service",12
"Publication 535 (2022), Business Expenses | Internal Revenue Service",12
"Realice un pago de impuestos | Internal Revenue Service",12
"Required Filing (Form 990 Series) | Internal Revenue Service",12
"Retirement Topics - SIMPLE IRA Contribution Limits | Internal Revenue Service",12
"S Corporations | Internal Revenue Service",12
TTB Online - COLAs Online - Upload Labels and Attachments,12
"Tax relief in disaster situations | Internal Revenue Service",12
"Taxpayer Identification Matching (TIN) Tools | Internal Revenue Service",12
Treasury Notes — TreasuryDirect,12
myTTB,12
"About Form 1023, Application for Recognition of Exemption Under Section 501(c)(3) of the Internal Revenue Code | Internal Revenue Service",11
"Applying for Tax Exempt Status | Internal Revenue Service",11
Buying a Treasury Marketable Security — TreasuryDirect,11
"Charitable Organizations | Internal Revenue Service",11
"Draft Tax Forms | Internal Revenue Service",11
Forms — TreasuryDirect,11
Harriet Tubman 2024 Uncirculated Silver Dollar Coin - US Mint,11
"How Do You Report Suspected Tax Fraud Activity? | Internal Revenue Service",11
"IRS: 2024 Flexible Spending Arrangement contribution limit rises by $150 | Internal Revenue Service",11
"Modernized e-File (MeF) status | Internal Revenue Service",11
"Press Releases | U.S. Department of the Treasury",11
"Reporting Payments to Independent Contractors | Internal Revenue Service",11
"Responsible Parties and Nominees | Internal Revenue Service",11
"Retirement topics: Exceptions to tax on early distributions | Internal Revenue Service",11
"Small Businesses Self-Employed | Internal Revenue Service",11
"Starting a Business | Internal Revenue Service",11
"Tax Updates and News From the IRS | Internal Revenue Service",11
"Taxpayer Advocate | Internal Revenue Service",11
TreasuryDirect Help — TreasuryDirect,11
Unclaimed Money and Assets — TreasuryDirect,11
