date,device,visits
2023-11-02,tablet,25639
2023-11-02,smart tv,70
2023-11-01,mobile,606571
2023-11-01,desktop,574797
2023-11-01,tablet,26845
2023-11-01,smart tv,61
2023-10-31,mobile,583801
2023-10-31,desktop,570836
2023-10-31,tablet,25319
2023-10-31,smart tv,43
2023-10-30,mobile,608469
2023-10-30,desktop,562450
2023-10-30,tablet,29394
2023-10-30,smart tv,71
2023-10-29,mobile,337201
2023-10-29,desktop,223267
2023-10-29,tablet,17224
2023-10-29,smart tv,58
2023-10-28,mobile,344278
2023-10-28,desktop,215204
2023-10-28,tablet,18984
2023-10-28,smart tv,59
2023-10-27,mobile,528402
2023-10-27,desktop,424139
2023-10-27,tablet,25307
2023-10-27,smart tv,61
2023-10-26,mobile,555810
2023-10-26,desktop,504345
2023-10-26,tablet,24123
2023-10-26,smart tv,52
2023-10-25,mobile,583876
2023-10-25,desktop,536689
2023-10-25,tablet,25419
2023-10-25,smart tv,44
2023-10-24,mobile,601552
2023-10-24,desktop,544729
2023-10-24,tablet,27101
2023-10-24,smart tv,61
2023-10-23,mobile,608324
2023-10-23,desktop,601689
2023-10-23,tablet,30525
2023-10-23,smart tv,55
2023-10-22,mobile,383177
2023-10-22,desktop,266853
2023-10-22,tablet,21174
2023-10-22,smart tv,44
2023-10-21,mobile,468744
2023-10-21,desktop,335474
2023-10-21,tablet,27008
2023-10-21,smart tv,51
2023-10-20,mobile,605249
2023-10-20,desktop,535393
2023-10-20,tablet,31534
2023-10-20,smart tv,66
2023-10-19,mobile,639033
2023-10-19,desktop,588255
2023-10-19,tablet,32143
2023-10-19,smart tv,58
2023-10-18,mobile,636899
2023-10-18,desktop,579317
2023-10-18,tablet,29126
2023-10-18,smart tv,81
2023-10-17,desktop,596394
2023-10-17,mobile,591779
2023-10-17,tablet,28085
2023-10-17,smart tv,53
2023-10-16,desktop,737975
2023-10-16,mobile,699592
2023-10-16,tablet,37549
2023-10-16,smart tv,68
2023-10-15,mobile,567018
2023-10-15,desktop,429307
2023-10-15,tablet,36679
2023-10-15,smart tv,46
2023-10-14,mobile,533738
2023-10-14,desktop,376559
2023-10-14,tablet,29243
2023-10-14,smart tv,55
2023-10-13,mobile,617203
2023-10-13,desktop,523888
2023-10-13,tablet,30201
2023-10-13,smart tv,72
2023-10-12,mobile,670178
2023-10-12,desktop,604844
2023-10-12,tablet,32291
2023-10-12,smart tv,65
2023-10-11,mobile,582870
2023-10-11,desktop,529733
2023-10-11,tablet,25428
2023-10-11,smart tv,41
2023-10-10,mobile,584320
2023-10-10,desktop,510950
2023-10-10,tablet,26649
2023-10-10,smart tv,65
2023-10-09,mobile,493845
2023-10-09,desktop,407591
2023-10-09,tablet,23797
2023-10-09,smart tv,50
2023-10-08,mobile,311913
2023-10-08,desktop,206888
2023-10-08,tablet,16076
2023-10-08,smart tv,29
2023-10-07,mobile,364596
2023-10-07,desktop,222943
2023-10-07,tablet,17896
2023-10-07,smart tv,46
