date,device,visits
2023-12-10,mobile,189838
2023-12-10,tablet,6723
2023-12-10,smart tv,29
2023-12-09,desktop,200664
2023-12-09,mobile,179623
2023-12-09,tablet,5950
2023-12-09,smart tv,42
2023-12-08,desktop,669495
2023-12-08,mobile,253209
2023-12-08,tablet,7477
2023-12-08,smart tv,33
2023-12-07,desktop,830454
2023-12-07,mobile,276250
2023-12-07,tablet,9024
2023-12-07,smart tv,55
2023-12-06,desktop,861329
2023-12-06,mobile,281764
2023-12-06,tablet,9191
2023-12-06,smart tv,42
2023-12-05,desktop,890328
2023-12-05,mobile,283290
2023-12-05,tablet,9473
2023-12-05,smart tv,40
2023-12-04,desktop,822326
2023-12-04,mobile,278342
2023-12-04,tablet,9525
2023-12-04,smart tv,33
2023-12-03,desktop,311079
2023-12-03,mobile,209361
2023-12-03,tablet,6993
2023-12-03,smart tv,30
2023-12-02,desktop,251403
2023-12-02,mobile,199066
2023-12-02,tablet,6825
2023-12-02,smart tv,43
2023-12-01,desktop,648365
2023-12-01,mobile,255650
2023-12-01,tablet,8633
2023-12-01,smart tv,32
2023-11-30,desktop,826940
2023-11-30,mobile,297419
2023-11-30,tablet,9528
2023-11-30,smart tv,50
2023-11-29,desktop,777160
2023-11-29,mobile,294018
2023-11-29,tablet,9616
2023-11-29,smart tv,44
2023-11-28,desktop,854179
2023-11-28,mobile,288532
2023-11-28,tablet,10047
2023-11-28,smart tv,58
2023-11-27,desktop,780372
2023-11-27,mobile,294178
2023-11-27,tablet,9335
2023-11-27,smart tv,42
2023-11-26,mobile,251073
2023-11-26,desktop,236043
2023-11-26,tablet,7295
2023-11-26,smart tv,53
2023-11-25,desktop,238892
2023-11-25,mobile,221454
2023-11-25,tablet,6264
2023-11-25,smart tv,30
2023-11-24,desktop,327426
2023-11-24,mobile,222752
2023-11-24,tablet,6566
2023-11-24,smart tv,45
2023-11-23,desktop,287339
2023-11-23,mobile,200146
2023-11-23,tablet,5249
2023-11-23,smart tv,54
2023-11-22,desktop,530791
2023-11-22,mobile,233781
2023-11-22,tablet,6971
2023-11-22,smart tv,54
2023-11-21,desktop,735890
2023-11-21,mobile,270934
2023-11-21,tablet,8483
2023-11-21,smart tv,49
2023-11-20,desktop,732241
2023-11-20,mobile,279501
2023-11-20,tablet,8467
2023-11-20,smart tv,44
2023-11-19,desktop,229100
2023-11-19,mobile,204302
2023-11-19,tablet,6668
2023-11-19,smart tv,42
2023-11-18,desktop,248018
2023-11-18,mobile,190690
2023-11-18,tablet,6043
2023-11-18,smart tv,35
2023-11-17,desktop,609705
2023-11-17,mobile,239590
2023-11-17,tablet,7466
2023-11-17,smart tv,36
2023-11-16,desktop,861273
2023-11-16,mobile,267640
2023-11-16,tablet,8201
2023-11-16,smart tv,66
2023-11-15,desktop,787094
2023-11-15,mobile,291592
2023-11-15,tablet,9080
2023-11-15,smart tv,63
2023-11-14,desktop,827886
2023-11-14,mobile,284616
2023-11-14,tablet,9033
2023-11-14,smart tv,50
2023-11-13,desktop,740720
2023-11-13,mobile,274630
2023-11-13,tablet,9199
2023-11-13,smart tv,53
2023-11-12,desktop,241909
2023-11-12,mobile,196826
2023-11-12,tablet,6397
2023-11-12,smart tv,28
2023-11-11,desktop,196552
2023-11-11,mobile,194118
2023-11-11,tablet,5994
2023-11-11,smart tv,49
2023-11-10,desktop,415025
2023-11-10,mobile,242868
2023-11-10,tablet,7531
2023-11-10,smart tv,52
2023-11-09,desktop,699922
2023-11-09,mobile,282729
2023-11-09,tablet,8746
2023-11-09,smart tv,45
2023-11-08,desktop,874334
2023-11-08,mobile,306181
2023-11-08,tablet,9234
2023-11-08,smart tv,60
2023-11-07,desktop,882147
2023-11-07,mobile,456540
2023-11-07,tablet,10880
2023-11-07,smart tv,66
2023-11-06,desktop,824585
2023-11-06,mobile,366428
2023-11-06,tablet,10321
2023-11-06,smart tv,53
2023-11-05,desktop,301550
2023-11-05,mobile,243586
2023-11-05,tablet,7130
2023-11-05,smart tv,40
2023-11-04,desktop,282857
2023-11-04,mobile,210734
2023-11-04,tablet,6499
2023-11-04,smart tv,25
2023-11-03,desktop,697659
2023-11-03,mobile,266722
2023-11-03,tablet,7686
2023-11-03,smart tv,39
2023-11-02,desktop,781111
2023-11-02,mobile,290883
2023-11-02,tablet,8616
2023-11-02,smart tv,47
2023-11-01,desktop,753036
2023-11-01,mobile,286201
2023-11-01,tablet,9000
2023-11-01,smart tv,41
2023-10-31,desktop,748630
2023-10-31,mobile,266596
2023-10-31,tablet,8477
2023-10-31,smart tv,25
2023-10-30,desktop,827383
2023-10-30,mobile,280990
2023-10-30,tablet,9053
2023-10-30,smart tv,48
2023-10-29,desktop,244369
2023-10-29,mobile,199310
2023-10-29,tablet,6492
2023-10-29,smart tv,35
2023-10-28,mobile,194303
2023-10-28,desktop,193191
2023-10-28,tablet,6106
2023-10-28,smart tv,35
2023-10-27,desktop,559987
2023-10-27,mobile,249298
2023-10-27,tablet,7781
2023-10-27,smart tv,48
2023-10-26,desktop,718302
2023-10-26,mobile,270996
2023-10-26,tablet,8537
2023-10-26,smart tv,49
2023-10-25,desktop,803317
2023-10-25,mobile,302385
2023-10-25,tablet,9344
2023-10-25,smart tv,37
2023-10-24,desktop,779044
2023-10-24,mobile,297220
2023-10-24,tablet,9476
2023-10-24,smart tv,61
2023-10-23,desktop,741444
2023-10-23,mobile,293485
2023-10-23,tablet,9079
2023-10-23,smart tv,35
2023-10-22,desktop,289860
2023-10-22,mobile,217718
2023-10-22,tablet,6810
2023-10-22,smart tv,41
2023-10-21,desktop,245262
2023-10-21,mobile,218165
2023-10-21,tablet,6532
2023-10-21,smart tv,51
2023-10-20,desktop,599142
2023-10-20,mobile,267114
2023-10-20,tablet,8137
2023-10-20,smart tv,44
2023-10-19,desktop,756872
2023-10-19,mobile,287820
2023-10-19,tablet,8758
2023-10-19,smart tv,43
2023-10-18,desktop,735080
2023-10-18,mobile,288765
2023-10-18,tablet,8881
2023-10-18,smart tv,44
2023-10-17,desktop,834010
2023-10-17,mobile,292383
2023-10-17,tablet,9323
2023-10-17,smart tv,46
2023-10-16,desktop,840536
2023-10-16,mobile,297636
2023-10-16,tablet,9495
2023-10-16,smart tv,39
2023-10-15,desktop,294216
2023-10-15,mobile,214685
2023-10-15,tablet,7037
2023-10-15,smart tv,42
2023-10-14,desktop,285201
2023-10-14,mobile,216705
2023-10-14,tablet,7064
2023-10-14,smart tv,49
2023-10-13,desktop,558091
2023-10-13,mobile,263303
2023-10-13,tablet,7949
2023-10-13,smart tv,36
2023-10-12,desktop,658860
2023-10-12,mobile,283902
2023-10-12,tablet,8605
2023-10-12,smart tv,45
2023-10-11,desktop,702583
2023-10-11,mobile,285307
2023-10-11,tablet,8554
2023-10-11,smart tv,50
2023-10-10,desktop,815718
2023-10-10,mobile,296535
2023-10-10,tablet,8893
2023-10-10,smart tv,53
2023-10-09,desktop,653726
2023-10-09,mobile,281189
2023-10-09,tablet,7891
2023-10-09,smart tv,51
2023-10-08,desktop,235758
2023-10-08,mobile,213798
2023-10-08,tablet,6461
2023-10-08,smart tv,39
2023-10-07,mobile,215431
2023-10-07,desktop,183789
2023-10-07,tablet,6247
2023-10-07,smart tv,27
