page_title,event_label,page,total_events
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnC/CHICA123006001B.JPG,realestatesales.gov/gsaauctions/aucpbsindx/,33
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnC/CHICA123006001C.JPG,realestatesales.gov/gsaauctions/aucpbsindx/,33
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnF/FTWOR724001001C.JPG,realestatesales.gov/gsaauctions/aucdsclnk,33
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnF/FTWOR724001001D.JPG,realestatesales.gov/gsaauctions/aucitsrh/,33
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnF/FTWOR724002001.JPG,realestatesales.gov/gsaauctions/aucdsclnk,33
"Learn about your credit report and how to get a copy | USAGov",https://www.consumer.ftc.gov/sites/www.consumer.ftc.gov/files/articles/pdf/pdf-0093-annual-report-request-form.pdf,usa.gov/credit-reports,33
"Military pay | USAGov",https://militarypay.defense.gov/Portals/3/Documents/2022%20Basic%20Pay%20Table%20-%201%20Drill%20Pay.pdf,usa.gov/military-pay,33
"Payroll Calendars | GSA",https://www.gsa.gov/system/files/2025%20GSA%20Payroll%20Calendar.pdf,gsa.gov/buy-through-us/purchasing-programs/shared-services/payroll-shared-services/payroll-calendars,33
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnS/SFRAN923190801.JPG,realestatesales.gov/gsaauctions/aucpbsindx/,31
"How to get copies of military records | USAGov",https://www.archives.gov/files/research/order/standard-form-180.pdf,usa.gov/military-records,31
"The American flag | USAGov",https://www.va.gov/opa/publications/celebrate/flagdisplay.pdf,usa.gov/flag,31
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnF/FTWOR724001001.JPG,realestatesales.gov/gsaauctions/aucitsrh/,30
"Learn about COBRA insurance and how to get coverage | USAGov",https://www.dol.gov/sites/dolgov/files/legacy-files/ebsa/about-ebsa/our-activities/resource-center/publications/an-employees-guide-to-health-benefits-under-cobra.pdf,usa.gov/cobra-health-insurance,30
"Lost or stolen passports | USAGov",https://eforms.state.gov/Forms/ds64.pdf,usa.gov/lost-stolen-passport,30
"Usability Test Plan Template | Usability.gov",https://www.usability.gov/sites/default/files/usability-test-plan.docx,usability.gov/how-to-and-tools/resources/templates/usability-test-plan-template.html,30
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnS/SFRAN923190801A.JPG,realestatesales.gov/gsaauctions/aucpbsindx/,28
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnS/SFRAN924132101D.JPG,realestatesales.gov/gsaauctions/aucpbsindx/,28
"Claim for Unpaid Compensation of Deceased Member of the Uniformed Services | GSA",https://www.gsa.gov/system/files/SF1174-92.pdf,gsa.gov/reference/forms/claim-for-unpaid-compensation-of-deceased-member-of-the-uniformed-services,27
FDIC: Search Result,https://www.fdic.gov/consumers/community/mortgagelending/resources/new_york_resources.pdf,fdic-search.app.cloud.gov/,25
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnF/FTWOR724001001A.JPG,realestatesales.gov/gsaauctions/aucdsclnk,25
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnS/SFRAN924107704.JPG,realestatesales.gov/gsaauctions/aucdsclnk,25
h2b visa certification - U.S. Department of Labor Search Results,https://www.oalj.dol.gov/DECISIONS/ALJ/TLN/2019/EMPLOYMENT_and_TRAIN_v_ATP_RESTAURANT_INC_D_2019TLN00018_(DEC_20_2018)_142514_CADEC_PD.PDF,search.usa.gov/search?affiliate=www.dol.gov,25
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnF/FTWOR724002001B.JPG,realestatesales.gov/gsaauctions/aucdsclnk,24
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnS/SFRAN923190801A.JPG,realestatesales.gov/gsaauctions/aucdsclnk,24
"Product and Service Code Manual | Acquisition.GOV",https://www.acquisition.gov/sites/default/files/manual/PSC%20Manual%20April%202022.pdf,acquisition.gov/psc-manual,24
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnF/FTWOR722026001.JPG,realestatesales.gov/gsaauctions/aucitsrh/,22
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnS/SFRAN924132101K.JPG,realestatesales.gov/gsaauctions/aucpbsindx/,22
HIALS - FAA Search Results,https://www.faa.gov/documentLibrary/media/Order/7340.2J_Basic_dtd_6_20_19.pdf,search.usa.gov/search?affiliate=dot-faa,22
"Claim for Damage, Injury, or Death | GSA",https://www.gsa.gov/system/files/SF95-07a.pdf,gsa.gov/reference/forms/claim-for-damage-injury-or-death,21
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnC/CHICA123006001A.JPG,realestatesales.gov/gsaauctions/aucprvoth/,21
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnC/CHICA123006001B.JPG,realestatesales.gov/gsaauctions/aucdsclnk,21
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/clsauctions/regnB/BOSTN122122002A.JPG,realestatesales.gov/gsaauctions/aucdsclnk,19
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regn9/9HFBFI24954018B.JPG,realestatesales.gov/gsaauctions/aucalsrh/,19
"Get federal tax return forms and file by mail | USAGov",https://www.irs.gov/pub/irs-pdf/f1040s.pdf,usa.gov/federal-tax-forms,19
"SSDI and SSI benefits for people with disabilities | USAGov",https://www.ssa.gov/pubs/EN-05-10031-2023.pdf,usa.gov/social-security-disability,19
"American money | USAGov",https://www.secretservice.gov/sites/default/files/reports/2020-12/KnowYourMoney.pdf,usa.gov/currency,18
"Conozca cómo funciona el proceso de deportación | USAGov",https://www.ice.gov/doclib/news/library/factsheets/pdf/rapidrepat.pdf,usa.gov/es/proceso-deportacion-estados-unidos,18
"Federal travel regulation | GSA",https://www.govinfo.gov/content/pkg/CFR-2021-title41-vol4/pdf/CFR-2021-title41-vol4.pdf,gsa.gov/policy-regulations/regulations/federal-travel-regulation,18
"Get a student visa to study in the U.S. | USAGov",https://studyinthestates.dhs.gov/sites/default/files/SEVP_F%20vs%20M%20Infographic_Oct2015.pdf,usa.gov/student-visa,18
"Getting Social Security benefits if you are living outside the U.S. | USAGov",https://www.ssa.gov/pubs/EN-05-10137.pdf,usa.gov/social-security-abroad,18
"Register for Selective Service (the draft) | USAGov",https://www.sss.gov/wp-content/uploads/2021/09/Form-1_09-22-21.pdf,usa.gov/register-selective-service,18
"Accessibility | Login.gov",https://www.login.gov/docs/identity-verification-report.docx,login.gov/accessibility/,16
"Affidavit of Individual Surety | GSA",https://www.gsa.gov/system/files/2023-10/SF28-23.pdf,gsa.gov/reference/forms/affidavit-of-individual-surety,16
"Continuous Learning | FAI.GOV",https://www.fai.gov/sites/default/files/FY2022_OFPP_Acquisition%20Flash_22-01.pdf,fai.gov/training/continuous-learning-opportunities,16
Florida Tax Information,https://floridarevenue.com/Forms_library/current/gt800034.pdf,smartpay.gsa.gov/smarttax/state-tax-forms/florida/,16
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnF/FTWOR724002001C.JPG,realestatesales.gov/gsaauctions/aucitsrh/,16
"Report Template: Usability Test | Usability.gov",https://www.usability.gov/sites/default/files/report-template-usability-test_0.docx,usability.gov/how-to-and-tools/resources/templates/report-template-usability-test.html,16
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnC/CHICA123006001C.JPG,realestatesales.gov/gsaauctions/aucdsclnk,15
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnF/FTWOR724001001E.JPG,realestatesales.gov/gsaauctions/aucitsrh/,15
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnS/SFRAN923190801B.JPG,realestatesales.gov/gsaauctions/aucitsrh/,15
"Payroll Calendars | GSA",https://www.gsa.gov/system/files/GSA_Payroll_Calendar_2022_Revised.pdf,gsa.gov/buy-through-us/purchasing-programs/shared-services/payroll-shared-services/payroll-calendars,15
"Visa de inmigrante para trabajar en Estados Unidos | USAGov",https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/Form%20ETA-9089%20-%20August%202021.pdf,usa.gov/es/visa-trabajo-para-inmigrante,15
"Cómo obtener una licencia o permiso de importación | USAGov",https://www.cbp.gov/sites/default/files/documents/Importing%20into%20the%20U.S.pdf,usa.gov/es/licencia-permiso-importancion,13
FDIC: Search Result,https://www.fdic.gov/consumers/community/mortgagelending/resources/california_resources.pdf,fdic-search.app.cloud.gov/,13
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnF/FTWOR724002001E.JPG,realestatesales.gov/gsaauctions/aucitsrh/,13
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnS/SFRAN924107704A.JPG,realestatesales.gov/gsaauctions/aucprvoth/,13
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnS/SFRAN924107704C.JPG,realestatesales.gov/gsaauctions/aucdsclnk,13
"GSA Auctions, General Services Administration, Government Site for Auctions",https://realestatesales.gov/lotimages/regnS/SFRAN924107704C.JPG,realestatesales.gov/gsaauctions/aucpbsindx/,13
RegInfo.gov - Reg Map,https://www.reginfo.gov/public/reginfo/Regmap/REG_MAP_2020.pdf,reginfo.gov/public/reginfo/regmap/index.myjsp,13
"1102 Experience Development Tool | FAI.GOV",https://www.fai.gov/sites/default/files/2023-09/1102%20Experience%20Development%20Tool%20-%20Sept%202023%20Update%20%281%29.xlsx,fai.gov/tools/1102-experience-development-tool,12
"Application for 10-Point Veteran Preference | GSA",https://www.gsa.gov/system/files/SF15-13.pdf,gsa.gov/reference/forms/application-for-10point-veteran-preference,12
"Conozca cómo funciona el proceso de deportación | USAGov",https://www.justice.gov/sites/default/files/eoir/legacy/2013/01/22/Voluntary%20Departure%20-%20Spanish%20%2814%29.pdf,usa.gov/es/proceso-deportacion-estados-unidos,12
"FAR | Acquisition.GOV",https://www.acquisition.gov/sites/default/files/current/far/zip/html/FARHTML.zip,acquisition.gov/browse/index/far,12
FDIC: Search Result,https://www.fdic.gov/consumers/community/mortgagelending/region/fhlb-of-cincinnati.pdf,fdic-search.app.cloud.gov/,12
