date,page_title,event_label,file_name,page,total_events
2024-01-04,"7(a) Loan Servicing and Liquidation | U.S. Small Business Administration",file_download,/sites/default/files/2023-06/finalcloseoutsop_50_57_3.pdf,www.sba.gov/document/sop-50-57-7a-loan-servicing-liquidation,48
2024-01-04,"7(a) Fees Effective October 1, 2023, for Fiscal Year 2024 | U.S. Small Business Administration",file_download,/sites/default/files/2023-08/7%28a%29%20fees%20notice%20fy%2024%205000-848801.pdf,www.sba.gov/document/information-notice-5000-848801-7a-fees-effective-october-1-2023-fiscal-year-2024,39
2024-01-04,"PPP lenders participating in direct forgiveness | U.S. Small Business Administration",file_download,/sites/default/files/2021-09/2021.09.23%20-%20direct%20forgiveness%20lender%20list.xlsx,www.sba.gov/document/support-ppp-lenders-participating-direct-forgiveness,39
2024-01-04,"Updates to SOP 50 10 7.1 | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/sba%20procedural%20notice%205000-852522.pdf,www.sba.gov/document/sop-50-10-71-updates-sop-50-10-71,38
2024-01-04,"IRS Form 4506-C (SBA disaster loan) | U.S. Small Business Administration",file_download,/sites/default/files/2023-09/ela_request_transcript_of_tax_ret_4506c.pdf,www.sba.gov/document/sba-form-4506-c-irs-form-4506-c-sba-disaster-loan,36
2024-01-04,"Affiliation guide for size standards | U.S. Small Business Administration",file_download,/sites/default/files/2023-04/affiliation%20guide_updated%203-2023_508%20%283%29.pdf,www.sba.gov/document/support-affiliation-guide-size-standards,35
2024-01-04,"Frequently Asked Questions | SBIR.gov",file_download,/sites/default/files/elig_size_compliance_guide.pdf,www.sbir.gov/faqs/eligibility-requirements,35
2024-01-04,"PPP 3508S Loan Forgiveness Application + Instructions | U.S. Small Business Administration",file_download,/sites/default/files/2021-07/ppp%20--%20forgiveness%20application%20and%20instructions%20--%203508s%20%287.30.2021%29-508.pdf,www.sba.gov/document/sba-form-3508s-ppp-3508s-loan-forgiveness-application-instructions,34
2024-01-04,"Shuttered Venues Operators Grant (SVOG) Evaluation | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/final_svog_evaluation%20report_10_27_23-508.pdf,www.sba.gov/document/report-shuttered-venues-operators-grant-svog-evaluation,34
2024-01-04,"Agency contracting goals | U.S. Small Business Administration",file_download,/sites/default/files/2023-01/fy23_final_goals_508_0.pdf,www.sba.gov/document/support-agency-contracting-goals,33
2024-01-04,"Eligible NAICS for the Women-Owned Small Business Federal Contracting program | U.S. Small Business Administration",file_download,/sites/default/files/2022-11/list%20of%202022%20wosb%20program%20naics%20codes.xlsx,www.sba.gov/document/support-eligible-naics-women-owned-small-business-federal-contracting-program,32
2024-01-04,"Table of size standards | U.S. Small Business Administration",file_download,/sites/default/files/2023-06/table%20of%20size%20standards_effective%20march%2017%2c%202023_.xlsx,www.sba.gov/document/support-table-size-standards,31
2024-01-04,"HUBZone eligibility workbook | U.S. Small Business Administration",file_download,/sites/default/files/2022-07/hubzone-eligiblity-calculator-initial-application.xlsm,www.sba.gov/document/support-hubzone-eligibility-workbook,30
2024-01-04,"Issuance of SOP 50 10 7.1 | U.S. Small Business Administration",file_download,/sites/default/files/2023-10/5000-848663.pdf,www.sba.gov/document/information-notice-5000-848663-issuance-sop-50-10-71,29
2024-01-04,"Offer in Compromise | U.S. Small Business Administration",file_download,/sites/default/files/files/sba_elending_clc_forms1150_4.pdf,www.sba.gov/document/sba-form-1150-offer-compromise,29
2024-01-04,"Veteran contracting assistance programs | U.S. Small Business Administration",file_download,/brand/assets/sba/resource-partners/preparing-for-certification-vetcertfactsheet-508c.pdf,www.sba.gov/federal-contracting/contracting-assistance-programs/veteran-contracting-assistance-programs,29
2024-01-04,"Program for Investors in Microentrepreneurs (PRIME) | U.S. Small Business Administration",file_download,/sites/default/files/2018-10/fy18%20prime%20announcement_final.pdf,www.sba.gov/document/information-notice--program-investors-microentrepreneurs-prime,27
2024-01-04,"Ending Active Collections on Delinquent COVID-19 Economic Injury Disaster Loans | U.S. Small Business Administration",file_download,/sites/default/files/2023-09/sba%20oig%20report%2023-16.pdf,www.sba.gov/document/report-23-16-ending-active-collections-delinquent-covid-19-economic-injury-disaster-loans,26
2024-01-04,"Financial Statement of Debtor | U.S. Small Business Administration",file_download,/sites/default/files/2021-07/sbaform770-508_1.pdf,www.sba.gov/document/sba-form-770-financial-statement-debtor,26
2024-01-04,"Non-manufacturer rule class waiver list | U.S. Small Business Administration",file_download,/sites/default/files/2022-10/nmr%20class%20waiver%20list%20-%20version%20june%202022.pdf,www.sba.gov/document/support-non-manufacturer-rule-class-waiver-list,25
2024-01-04,"Servicing and Liquidation Actions 7(a) Lender Matrix | U.S. Small Business Administration",file_download,/sites/default/files/2020-02/unilateral_action_matrix_for_7a_loan_servicing-liquidation_v-15.pdf,www.sba.gov/document/support--servicing-liquidation-actions-7a-lender-matrix,25
2024-01-04,"Entrepreneur | SBIR.gov",file_download,/sites/default/files/sba_sbir_overview_march2020.pdf,www.sbir.gov/applicant,23
2024-01-04,"National Resource Guide (English) | U.S. Small Business Administration",file_download,/sites/default/files/2023-06/2023%20small%20business%20resource%20guide_508c_final.pdf,www.sba.gov/document/support-national-resource-guide-english,23
2024-01-04,"Schedule of Liabilities | U.S. Small Business Administration",file_download,/sites/default/files/2020-07/2202%20schedule%20of%20liabilities-508.pdf,www.sba.gov/document/sba-form-2202-schedule-liabilities,23
2024-01-04,"Agreement of Compliance | U.S. Small Business Administration",file_download,/sites/default/files/2020-08/sba_601_3-508.pdf,www.sba.gov/document/sba-form-601-agreement-compliance,22
2024-01-04,"SBA Certify - Small Business Administration | SBA Certify - Small",file_download,/wiki/download/attachments/1294172161/application%20tips%20for%20success.pdf,certify.sba.gov/,22
2024-01-04,"Unconditional Guarantee | U.S. Small Business Administration",file_download,/sites/default/files/2020-09/sba_elending_clc_forms148-508.pdf,www.sba.gov/document/sba-form-148-unconditional-guarantee,22
2024-01-04,"7(a) Loan Post Approval Action Checklist | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/sbaform2237.pdf,www.sba.gov/document/sba-form-2237-7a-loan-post-approval-action-checklist,21
2024-01-04,"SBA Form 1502 and Instructions | U.S. Small Business Administration",file_download,/sites/default/files/2020-08/sba%20form%201502-508.xlsx,www.sba.gov/document/sba-form-1502-sba-form-1502-instructions,21
2024-01-04,"2023 Size Standards Methodology White Paper | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/updated_size_standard_methodology_whitepaper_2023_proposed_508_v0.pdf,www.sba.gov/document/support-2023-size-standards-methodology-white-paper,20
2024-01-04,"About | SBIR.gov",file_download,/content/pkg/cfr-2020-title13-vol1/pdf/cfr-2020-title13-vol1-sec121-702.pdf,www.sbir.gov/about,20
2024-01-04,"FAQ for PPP Borrowers and Lenders | U.S. Small Business Administration",file_download,/sites/default/files/2023-07/faqpppbrrwrslndrsqstns1_72.pdf,www.sba.gov/document/support-faq-ppp-borrowers-lenders,20
2024-01-04,"Fee Disclosure and Compensation Agreement | U.S. Small Business Administration",file_download,/sites/default/files/2022-02/sba%20form%20159_2.10.22-508_0.pdf,www.sba.gov/document/sba-form-159-fee-disclosure-compensation-agreement,20
2024-01-04,"SBA Standard Loan Note (Form 147) | U.S. Small Business Administration",file_download,/sites/default/files/2020-08/040720note-508.pdf,www.sba.gov/document/sba-form-sba-standard-loan-note-form-147,20
2024-01-04,"Disaster Home Loan Application | U.S. Small Business Administration",file_download,/sites/default/files/2023-10/sba-disaster-form-5c.pdf,www.sba.gov/document/sba-form-5c-disaster-home-loan-application,19
2024-01-04,"PPP Second Draw Borrower Application Form | U.S. Small Business Administration",file_download,/sites/default/files/2021-03/borrowerapplication2483sdarprevisions%20%28final%203-18-21%29-508.pdf,www.sba.gov/document/sba-form-2483-sd-ppp-second-draw-borrower-application-form,19
2024-01-04,"FAQ about PPP Loan Forgiveness | U.S. Small Business Administration",file_download,/sites/default/files/2020-10/ppp%20--%20loan%20forgiveness%20faqs%20%28october%2013%2c%202020%29.pdf,www.sba.gov/document/support-faq-about-ppp-loan-forgiveness,18
2024-01-04,"SBA Mentor Protégé Program Agreement Template | U.S. Small Business Administration",file_download,/sites/default/files/2022-07/sba%20mentor-protege%20program%20agreement%20guide-v2-508%20rev.pdf,www.sba.gov/document/support-sba-mentor-protege-program-agreement-template,18
2024-01-04,"Sample business plans | U.S. Small Business Administration",file_download,/sites/default/files/2023-06/sample%20business%20plan%20-%20we%20can%20do%20it%20consulting.doc,www.sba.gov/document/support-sample-business-plans,18
2024-01-04,"Updated 7(a) Loan Program Forms 1919 and 1920 | U.S. Small Business Administration",file_download,/sites/default/files/2017-10/notice%205000-17007%20-%20updated%207%28a%29%20loan%20program%20forms.pdf,www.sba.gov/document/information-notice-5000-17007-updated-7a-loan-program-forms-1919-1920,17
2024-01-04,"About | SBIR.gov",file_download,/sites/default/files/sba%20sbir_sttr_policy_directive_may2023.pdf,www.sbir.gov/about,16
2024-01-04,"SBA Strategic Plan | U.S. Small Business Administration",file_download,/sites/default/files/2022-04/fy%202022-2026%20strategic%20plan%20for%20publication%20%28r2%29.pdf,www.sba.gov/document/support-sba-strategic-plan,16
2024-01-04,"Universal Purchase Package (UPP) | U.S. Small Business Administration",file_download,/sites/default/files/2023-07/universal%20purchase%20package%20%28upp%29_0.pdf,www.sba.gov/document/support-universal-purchase-package-upp,16
2024-01-04,"HUBZone program | U.S. Small Business Administration",file_download,/brand/assets/sba/resource-partners/hubzone-app-top-tips-508.pdf,www.sba.gov/federal-contracting/contracting-assistance-programs/hubzone-program,15
2024-01-04,"Lender and Development Company Loan Programs | U.S. Small Business Administration",file_download,/sites/default/files/2023-05/sop%2050%2010%206%20final%208.7.20%20locked_0.docx,www.sba.gov/document/sop-50-10-lender-development-company-loan-programs,15
2024-01-04,"Marketing plan example | U.S. Small Business Administration",file_download,/sites/default/files/2023-08/sample%20marketing%20plan.pdf,www.sba.gov/document/support-marketing-plan-example,15
2024-01-04,"PPP Loan Forgiveness Application + Instructions | U.S. Small Business Administration",file_download,/sites/default/files/2021-07/ppp%20--%20forgiveness%20application%20and%20instructions%20--%203508%20%287.30.2021%29-508.pdf,www.sba.gov/document/sba-form-3508-ppp-loan-forgiveness-application-instructions,15
2024-01-04,"Renewals and Updates of SBA Forms 1919, 1971, 2237; Introduction of New SBA Form 3518; and Elimination of SBA Forms 1920 and 2449 | U.S. Small Business Administration",file_download,/sites/default/files/2024-01/sba%20information%20notice%205000-852422%20%281%29.pdf,www.sba.gov/document/information-notice-5000-852422-renewals-updates-sba-forms-1919-1971-2237-introduction-new-sba-form-3518-elimination-sba-forms-1920,15
2024-01-04,"SBA Form 413 Updated and Issued | U.S. Small Business Administration",file_download,/sites/default/files/2021-07/information%20notice%205000-813332_sba%20form%20413%20updated%20and%20issued-508.pdf,www.sba.gov/document/information-notice-5000-813332-sba-form-413-updated-issued,15
2024-01-04,"Sample business plans | U.S. Small Business Administration",file_download,/sites/default/files/2023-06/sample%20business%20plan%20-%20wooden%20grain%20toy%20company.doc,www.sba.gov/document/support-sample-business-plans,15
2024-01-04,"Washington Metropolitan Area | U.S. Small Business Administration",file_download,/sites/default/files/staff-directories/wmado%20staff%20directory%20-%2010.20.2023.pdf,www.sba.gov/district/washington-metropolitan-area,15
2024-01-04,"Addendum to Franchise Agreement | U.S. Small Business Administration",file_download,/sites/default/files/2018-01/form%202462%20-%20addendum%20to%20franchise%20agreement_0.pdf,www.sba.gov/document/sba-form-2462-addendum-franchise-agreement,14
2024-01-04,"Assumption of Loan Requirement Letter | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/disasterloanassumpreqs%202023.pdf,www.sba.gov/document/support-assumption-loan-requirement-letter,14
2024-01-04,"Lender's Application for Guaranty | U.S. Small Business Administration",file_download,/sites/default/files/2020-11/sba-form-1920.pdf,www.sba.gov/document/sba-form-1920-lenders-application-guaranty,14
2024-01-04,"Los Angeles | U.S. Small Business Administration",file_download,/sites/default/files/staff-directories/los-angeles-district-office-directory_1.pdf,www.sba.gov/district/los-angeles,14
2024-01-04,"Microloan Program | U.S. Small Business Administration",file_download,/sites/default/files/files/sop_52_00_1.pdf,www.sba.gov/document/sop-52-00-microloan-program,14
2024-01-04,"Small Business Investment Companies (SBIC) Program | U.S. Small Business Administration",file_download,/sites/default/files/2023-09/sbic%20sop%2010%200%20revision%201%20sep%202023.pdf,www.sba.gov/document/sop-10-10-0-small-business-investment-companies-sbic-program,14
2024-01-04,"Subordination of collateral for physical disaster loans | U.S. Small Business Administration",file_download,/sites/default/files/2022-10/disasterloansubreq.pdf,www.sba.gov/document/support-subordination-collateral-physical-disaster-loans,14
2024-01-04,"Virginia | U.S. Small Business Administration",file_download,/sites/default/files/staff-directories/richmond-district-office-directory-508.pdf,www.sba.gov/district/virginia,14
2024-01-04,"Additional 6-Month Deferment for SBA COVID-19 Economic Injury Disaster Loans | U.S. Small Business Administration",file_download,/sites/default/files/2022-03/procedural%20notice%205000-830558-508.pdf,www.sba.gov/document/procedural-notice-5000-830558-additional-6-month-deferment-sba-covid-19-economic-injury-disaster-loans,13
2024-01-04,"Litigation Plan for 7(a) and 504 Loans | U.S. Small Business Administration",file_download,/sites/default/files/2019-09/litigation%20plan%20for%207a%20and%20504%20loans.pdf,www.sba.gov/document/support--litigation-plan-7a-504-loans,13
2024-01-04,"Offer In Compromise (OIC) Tabs | U.S. Small Business Administration",file_download,/sites/default/files/2021-10/oictabs-508_0.pdf,www.sba.gov/document/sba-form-offer-compromise-oic-tabs,13
2024-01-04,"PPP EZ Loan Forgiveness Application + Instructions | U.S. Small Business Administration",file_download,/sites/default/files/2021-07/ppp%20--%20forgiveness%20applications%20and%20instructions%20--%203508ez%20%287.30.2021%29-508.pdf,www.sba.gov/document/sba-form-3508ez-ppp-ez-loan-forgiveness-application-instructions,13
2024-01-04,"Religious Eligibility Worksheet For Use with all 7(a) and 504 Loan Programs | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/sbaform1971-r%20%281%29.pdf,www.sba.gov/document/sba-form-1971-religious-eligibility-worksheet,13
2024-01-04,"Small Business Administration loan program performance | U.S. Small Business Administration",file_download,/sites/default/files/2023-01/fy%2023q1%20website%20reports-508.zip,www.sba.gov/document/report-small-business-administration-loan-program-performance,13
2024-01-04,"WOSB and EDWOSB Certification Options | U.S. Small Business Administration",file_download,/sites/default/files/2020-06/sba_wosb_table_508_v8.pdf,www.sba.gov/document/support-wosb-edwosb-certification-options,13
2024-01-04,"Affiliation Rules for Paycheck Protection Program | U.S. Small Business Administration",file_download,/sites/default/files/2020-06/affiliation%20rules%20overview%20%28for%20public%29%20v2-508.pdf,www.sba.gov/document/support-affiliation-rules-paycheck-protection-program,12
2024-01-04,"Congressional Budget Justification and Annual Performance Report | U.S. Small Business Administration",file_download,/sites/default/files/2023-08/fy_2024_cbj_2023.08-508.pdf,www.sba.gov/document/report-congressional-budget-justification-annual-performance-report,12
2024-01-04,"Dallas / Fort Worth | U.S. Small Business Administration",file_download,/sites/default/files/staff-directories/dallas%20fort%20worth%20-%20district%20office%20directory%202023.pdf,www.sba.gov/district/dallas-fort-worth,12
2024-01-04,"Issuance of SOP 50 10 7 | U.S. Small Business Administration",file_download,/sites/default/files/2023-05/2023.05.10%20information%20notice%205000-847027%20on%20issuance%20of%20sop%2050%2010%207.pdf,www.sba.gov/document/information-notice-5000-847027-issuance-sop-50-10-7,12
2024-01-04,"LGPC Submission Checklist | U.S. Small Business Administration",file_download,/sites/default/files/2023-02/7a_loan_submission_checklist_2-23v1_ii.pdf,www.sba.gov/document/support-lgpc-submission-checklist,12
2024-01-04,"SBA Awards Terms and Conditions | U.S. Small Business Administration",file_download,/sites/default/files/2021-12/revised%20508%20compliant%20standard%20terms%20and%20conditions-508_0.pdf,www.sba.gov/document/support-sba-awards-terms-conditions,12
2024-01-04,"SBA Form 3518, Community Advantage Addendum - 7(a) SBLC | U.S. Small Business Administration",file_download,/sites/default/files/2023-12/sbaform3518.pdf,www.sba.gov/document/sba-form-2449-community-advantage-addendum-7a-pilot-program,12
2024-01-04,"2022 PPP forgiveness platform lender submission metrics reports | U.S. Small Business Administration",file_download,/sites/default/files/2022-10/2022.10.24_weekly%20forgiveness%20report_public.pdf,www.sba.gov/document/report-2022-ppp-forgiveness-platform-lender-submission-metrics-reports,11
2024-01-04,"About | SBIR.gov",file_download,/sites/default/files/elig_size_compliance_guide.pdf,www.sbir.gov/about,11
2024-01-04,"Business Smart Modules | U.S. Small Business Administration",file_download,/sites/default/files/2020-11/business_smart_ready_set_go_modules.zip,www.sba.gov/document/support-business-smart-modules,11
2024-01-04,"Certification Regarding Debarment, Suspension, and Other Responsibility Matters Primary Covered Transactions | U.S. Small Business Administration",file_download,/sites/default/files/2022-07/form_tr1623_0_4.pdf,www.sba.gov/document/sba-form-1623-certification-regarding-debarment-suspension-other-responsibility-matters-primary-covered,11
2024-01-04,"HUBZone program | U.S. Small Business Administration",file_download,/brand/assets/sba/resource-partners/hz-recertification-factsheet-508.pdf,www.sba.gov/federal-contracting/contracting-assistance-programs/hubzone-program,11
2024-01-04,"Houston | U.S. Small Business Administration",file_download,/sites/default/files/staff-directories/sba%20office%20directory_september2023.pdf,www.sba.gov/district/houston,11
2024-01-04,"SBIC program application forms | U.S. Small Business Administration",file_download,/sites/default/files/2023-08/form%202181%20website%20files%20revision%201.0.zip,www.sba.gov/document/sba-form--sbic-program-application-forms,11
