page_title,event_label,page,total_events
"Executive Office for Immigration Review | Workload and Adjudication Statistics",file_download,www.justice.gov/eoir/workload-and-adjudication-statistics,583
PRESTON POWELL — FBI,file_download,www.fbi.gov/wanted/cei/preston-powell,568
"Office on Violence Against Women (OVW) | Open Solicitations",file_download,www.justice.gov/ovw/open-solicitations,506
AHLAM AHMAD AL-TAMIMI — FBI,file_download,www.fbi.gov/wanted/wanted_terrorists/ahlam-ahmad-al-tamimi,490
SEEKING INFORMATION — FBI,file_download,www.fbi.gov/wanted/ecap/seeking-information,488
BEHZAD MOHAMMADZADEH — FBI,file_download,www.fbi.gov/wanted/cyber/behzad-mohammadzadeh,474
"Executive Office for Immigration Review | List of Currently Disciplined Practitioners",file_download,www.justice.gov/eoir/list-of-currently-disciplined-practitioners,467
HATE CRIME — FBI,file_download,www.fbi.gov/wanted/seeking-info/hate-crime-1,462
DIEGO ALFONSO DE LEON MEJIA — FBI,file_download,www.fbi.gov/wanted/murders/diego-alfonso-de-leon-mejia,457
MAYUSHI BHAGAT — FBI,file_download,www.fbi.gov/wanted/kidnap/mayushi-bhagat,454
LINA SARDAR KHIL — FBI,file_download,www.fbi.gov/wanted/kidnap/lina-sardar-khil,452
"Tribal Justice and Safety | Open Solicitations",file_download,www.justice.gov/tribal/open-solicitations,447
MADALINA COJOCARI — FBI,file_download,www.fbi.gov/wanted/kidnap/madalina-cojocari,436
"District of Columbia | Capitol Breach Cases | United States Department of Justice",file_download,www.justice.gov/usao-dc/capitol-breach-cases,419
Controlled Substance Schedules,file_download,www.deadiversion.usdoj.gov/schedules/index.html,412
Search Filings,file_download,efile.fara.gov/ords/fara/f,410
JONATHAN DANIEL POLLOCK — FBI,file_download,www.fbi.gov/wanted/additional/jonathan-pollock,404
"Southern District of New York | Jeffrey Epstein Charged In Manhattan Federal Court With Sex Trafficking Of Minors | United States Department of Justice",file_download,www.justice.gov/usao-sdny/pr/jeffrey-epstein-charged-manhattan-federal-court-sex-trafficking-minors,403
CATHERINE MARIE KERKOW — FBI,file_download,www.fbi.gov/wanted/dt/catherine-marie-kerkow,398
"Antitrust Division | 2023 Merger Guidelines | United States Department of Justice",file_download,www.justice.gov/atr/2023-merger-guidelines,381
CARIS E. AYALA — FBI,file_download,www.fbi.gov/wanted/murders/caris-e.-ayala,375
Información de caso automatizada,file_download,acis.eoir.justice.gov/en/,370
"National Law Enforcement Telecommunications Systems - ORI (Originating Agency Identifier) Directory | Office of Justice Programs",file_download,www.ojp.gov/ncjrs/virtual-library/abstracts/national-law-enforcement-telecommunications-systems-ori-originating,368
"Factoring Criteria for Firearms with Attached “Stabilizing Braces” | Bureau of Alcohol, Tobacco, Firearms and Explosives",file_download,www.atf.gov/rules-and-regulations/factoring-criteria-firearms-attached-stabilizing-braces,366
Información automatizada de casos,file_download,acis.eoir.justice.gov/en/,360
HUSAYN MUHAMMAD AL-UMARI — FBI,file_download,www.fbi.gov/wanted/wanted_terrorists/husayn-muhammad-al-umari,358
Identity History Summary Request (FD-1164) — FBI,file_download,www.fbi.gov/file-repository/fd-1164-identity-history-summary-request-110120.pdf/view,353
"Antitrust Division | U.S. and Plaintiff States v. Google LLC [2020] - Trial Exhibits",file_download,www.justice.gov/atr/us-and-plaintiff-states-v-google-llc-2020-trial-exhibits,350
"Southern District of New York | Founder And Former CEO Of Tingo Companies Charged With Securities Fraud | United States Department of Justice",file_download,www.justice.gov/usao-sdny/pr/founder-and-former-ceo-tingo-companies-charged-securities-fraud,349
HANEUL OH — FBI,file_download,www.fbi.gov/wanted/kidnap/haneul-oh,346
"Department of Justice | Special Counsel Jack Smith",file_download,www.justice.gov/sco-smith,344
"Executive Office for Immigration Review | Recognition & Accreditation (R&A) Program",file_download,www.justice.gov/eoir/recognition-and-accreditation-program,341
GEORGE EDWARD WRIGHT — FBI,file_download,www.fbi.gov/wanted/dt/george-edward-wright,341
TARA LEIGH CALICO — FBI,file_download,www.fbi.gov/wanted/kidnap/tara-leigh-calico,334
UNKNOWN SUSPECT - JOHN DOE 17 — FBI,file_download,www.fbi.gov/wanted/ecap/unknown-suspect-1,331
USDOJ: U.S. Department of Justice Archive NDIC: Archived Publications A-K,file_download,www.justice.gov/archive/ndic/topics/archived.htm#Facts,322
CHRISTOPHER W. BURNS — FBI,file_download,www.fbi.gov/wanted/wcc/christopher-w-burns,321
Oxycodone,file_download,www.dea.gov/factsheets/oxycodone,313
"Southern District of New York | New Jersey Man Charged With Attempting To Provide Material Support To Al Shabaab | United States Department of Justice",file_download,www.justice.gov/usao-sdny/pr/new-jersey-man-charged-attempting-provide-material-support-al-shabaab,312
"Publicly Funded Forensic Crime Laboratories, 2020 | Bureau of Justice Statistics",file_download,bjs.ojp.gov/library/publications/publicly-funded-forensic-crime-laboratories-2020,311
Ecstasy Or MDMA (also Known As Molly),file_download,www.dea.gov/factsheets/ecstasy-or-mdma-also-known-molly,310
JOHN GARY MONROE — FBI,file_download,www.fbi.gov/wanted/seeking-info/john-gary-monroe,309
CESAR VILLARREAL — FBI,file_download,www.fbi.gov/wanted/murders/cesar-villarreal,308
CATHERINE BARBARA DAVIDSON — FBI,file_download,www.fbi.gov/wanted/kidnap/catherine-barbara-davidson,305
JEFFREY DEAN MCDANIEL — FBI,file_download,www.fbi.gov/wanted/cac/jeffrey-dean-mcdaniel,300
Credit Card Payment Form — FBI,file_download,www.fbi.gov/file-repository/idhsc-credit-card-payment-form.pdf/view,297
GERARDO BELTRAN — FBI,file_download,www.fbi.gov/wanted/cac/gerardo-beltran,294
DANIEL ANDREAS SAN DIEGO — FBI,file_download,www.fbi.gov/wanted/wanted_terrorists/daniel-andreas-san-diego,293
NATALIA BURLINOVA — FBI,file_download,www.fbi.gov/wanted/counterintelligence/natalia-burlinova,293
JASON DEREK BROWN — FBI,file_download,www.fbi.gov/wanted/murders/jason-derek-brown,291
"U.S. Trustee Program | Bankruptcy Information Sheet | United States Department of Justice",file_download,www.justice.gov/ust/bankruptcy-information-sheet-0,284
JULIEANNE BALDUEZA DIMITRION — FBI,file_download,www.fbi.gov/wanted/wcc/julieanne-baldueza-dimitrion,283
DULCE MARIA ALAVEZ — FBI,file_download,www.fbi.gov/wanted/kidnap/dulce-maria-alavez,281
"Oficina Ejecutiva de Revisión de Inmigración | Formulario EOIR-33 Listado de tribunales de inmigración EOIR",file_download,www.justice.gov/eoir/form-eoir-33-eoir-immigration-court-listing,280
"Office of Privacy and Civil Liberties | Privacy Act of 1974",file_download,www.justice.gov/opcl/privacy-act-1974,276
"Executive Office for Immigration Review | Form EOIR-33 EOIR Immigration Court Listing",file_download,www.justice.gov/eoir/form-eoir-33-eoir-immigration-court-listing#Texas,269
"Laws, Regulations & Standards | ADA.gov",file_download,www.ada.gov/law-and-regs/,269
KYRON RICHARD HORMAN — FBI,file_download,www.fbi.gov/wanted/kidnap/kyron-richard-horman,266
"Office of the Pardon Attorney | Search for a Case | United States Department of Justice",file_download,www.justice.gov/pardon/search-clemency-case-status,265
JOSEPHINE SUNSHINE OVERAKER — FBI,file_download,www.fbi.gov/wanted/dt/josephine-sunshine-overaker,262
UNKNOWN INDIVIDUAL - JOHN DOE 41 — FBI,file_download,www.fbi.gov/wanted/ecap/unknown-individual---john-doe-41,260
"Criminal Victimization, 2022 | Bureau of Justice Statistics",file_download,bjs.ojp.gov/library/publications/criminal-victimization-2022,259
Registration,file_download,www.deadiversion.usdoj.gov/drugreg/,258
"Spice/ K2, Synthetic Marijuana",file_download,www.dea.gov/factsheets/spice-k2-synthetic-marijuana,258
UNKNOWN SUSPECT - JOHN DOE 5 — FBI,file_download,www.fbi.gov/wanted/ecap/unknown-suspect-5,258
IBRAHIM SALIH MOHAMMED AL-YACOUB — FBI,file_download,www.fbi.gov/wanted/wanted_terrorists/ibrahim-salih-mohammed-al-yacoub,257
"The National Crime Victimization Survey and National Incident-Based Reporting System: A complementary picture of crime in 2022 | Bureau of Justice Statistics",file_download,bjs.ojp.gov/library/publications/national-crime-victimization-survey-and-national-incident-based-reporting-0,256
Hydromorphone,file_download,www.dea.gov/factsheets/hydromorphone,253
Update on the Prescription Stimulant Shortage,file_download,www.dea.gov/documents/2023/2023-11/2023-11-01/update-prescription-stimulant-shortage,253
ALVIN SCOTT — FBI,file_download,www.fbi.gov/wanted/murders/alvin-scott,249
