date,device,visits
2023-11-05,desktop,10327404
2023-11-05,tablet,473815
2023-11-05,smart tv,64181
2023-11-04,mobile,18444424
2023-11-04,desktop,9128366
2023-11-04,tablet,490151
2023-11-04,smart tv,63643
2023-11-03,mobile,21271093
2023-11-03,desktop,17509039
2023-11-03,tablet,543312
2023-11-03,smart tv,67298
2023-11-02,mobile,21677863
2023-11-02,desktop,21164076
2023-11-02,tablet,566333
2023-11-02,smart tv,67747
2023-11-01,desktop,21841266
2023-11-01,mobile,21495622
2023-11-01,tablet,608662
2023-11-01,smart tv,70716
2023-10-31,mobile,20754637
2023-10-31,desktop,20468537
2023-10-31,tablet,559081
2023-10-31,smart tv,62709
2023-10-30,mobile,22512999
2023-10-30,desktop,21901693
2023-10-30,tablet,610002
2023-10-30,smart tv,57991
2023-10-29,mobile,15396505
2023-10-29,desktop,9383900
2023-10-29,tablet,483182
2023-10-29,smart tv,52327
2023-10-28,mobile,18134740
2023-10-28,desktop,8995175
2023-10-28,tablet,512210
2023-10-28,smart tv,53131
2023-10-27,mobile,21335706
2023-10-27,desktop,17684251
2023-10-27,tablet,558609
2023-10-27,smart tv,55643
2023-10-26,mobile,22159582
2023-10-26,desktop,20713029
2023-10-26,tablet,588871
2023-10-26,smart tv,55421
2023-10-25,mobile,23119537
2023-10-25,desktop,21641811
2023-10-25,tablet,593897
2023-10-25,smart tv,57183
2023-10-24,mobile,21922863
2023-10-24,desktop,21345447
2023-10-24,tablet,599481
2023-10-24,smart tv,55500
2023-10-23,mobile,22296971
2023-10-23,desktop,21536878
2023-10-23,tablet,601045
2023-10-23,smart tv,53292
2023-10-22,mobile,16554811
2023-10-22,desktop,9418486
2023-10-22,tablet,484067
2023-10-22,smart tv,50878
2023-10-21,mobile,18579305
2023-10-21,desktop,8979375
2023-10-21,tablet,528848
2023-10-21,smart tv,50985
2023-10-20,mobile,22160167
2023-10-20,desktop,17544243
2023-10-20,tablet,578807
2023-10-20,smart tv,54391
2023-10-19,mobile,24771127
2023-10-19,desktop,20543746
2023-10-19,tablet,626056
2023-10-19,smart tv,54872
2023-10-18,mobile,24643507
2023-10-18,desktop,20680851
2023-10-18,tablet,622098
2023-10-18,smart tv,55894
2023-10-17,mobile,23260609
2023-10-17,desktop,21827566
2023-10-17,tablet,605969
2023-10-17,smart tv,52723
2023-10-16,mobile,24166818
2023-10-16,desktop,21778975
2023-10-16,tablet,647568
2023-10-16,smart tv,53569
2023-10-15,mobile,17000602
2023-10-15,desktop,9912494
2023-10-15,tablet,526703
2023-10-15,smart tv,49163
2023-10-14,mobile,21511614
2023-10-14,desktop,9806256
2023-10-14,tablet,576438
2023-10-14,smart tv,49592
2023-10-13,mobile,22738527
2023-10-13,desktop,17786244
2023-10-13,tablet,607608
2023-10-13,smart tv,54301
2023-10-12,mobile,24171395
2023-10-12,desktop,20758187
2023-10-12,tablet,627198
2023-10-12,smart tv,54059
2023-10-11,mobile,22978177
2023-10-11,desktop,21281540
2023-10-11,tablet,624951
2023-10-11,smart tv,44848
2023-10-10,mobile,24334987
2023-10-10,desktop,20974712
2023-10-10,tablet,647992
2023-10-10,smart tv,45399
2023-10-09,mobile,20662907
2023-10-09,desktop,17536667
2023-10-09,tablet,572126
2023-10-09,smart tv,46508
2023-10-08,mobile,16070716
2023-10-08,desktop,8870043
2023-10-08,tablet,493468
2023-10-08,smart tv,41397
2023-10-07,mobile,18893557
2023-10-07,desktop,8716437
2023-10-07,tablet,522124
2023-10-07,smart tv,39698
