date,device,visits
2023-11-01,mobile,8423671
2023-11-01,desktop,2429059
2023-11-01,tablet,124252
2023-11-01,smart tv,189
2023-10-31,mobile,7617879
2023-10-31,desktop,2422473
2023-10-31,tablet,116641
2023-10-31,smart tv,186
2023-10-30,mobile,8809721
2023-10-30,desktop,2571847
2023-10-30,tablet,129921
2023-10-30,smart tv,193
2023-10-29,mobile,4693867
2023-10-29,desktop,939257
2023-10-29,tablet,77753
2023-10-29,smart tv,141
2023-10-28,mobile,6931974
2023-10-28,desktop,1233020
2023-10-28,tablet,108864
2023-10-28,smart tv,155
2023-10-27,mobile,8426807
2023-10-27,desktop,2345771
2023-10-27,tablet,126150
2023-10-27,smart tv,179
2023-10-26,mobile,9214545
2023-10-26,desktop,2492800
2023-10-26,tablet,131220
2023-10-26,smart tv,205
2023-10-25,mobile,9151238
2023-10-25,desktop,2591622
2023-10-25,tablet,131577
2023-10-25,smart tv,173
2023-10-24,mobile,8490159
2023-10-24,desktop,2502525
2023-10-24,tablet,126658
2023-10-24,smart tv,170
2023-10-23,mobile,8800571
2023-10-23,desktop,2703491
2023-10-23,tablet,132744
2023-10-23,smart tv,178
2023-10-22,mobile,4907346
2023-10-22,desktop,951631
2023-10-22,tablet,74443
2023-10-22,smart tv,121
2023-10-21,mobile,7144322
2023-10-21,desktop,1233081
2023-10-21,tablet,110866
2023-10-21,smart tv,188
2023-10-20,mobile,8698235
2023-10-20,desktop,2264247
2023-10-20,tablet,126967
2023-10-20,smart tv,203
2023-10-19,mobile,9192419
2023-10-19,desktop,2536128
2023-10-19,tablet,134906
2023-10-19,smart tv,207
2023-10-18,mobile,9140384
2023-10-18,desktop,2659741
2023-10-18,tablet,133125
2023-10-18,smart tv,201
2023-10-17,mobile,8881016
2023-10-17,desktop,2732759
2023-10-17,tablet,127626
2023-10-17,smart tv,188
2023-10-16,mobile,9539559
2023-10-16,desktop,2942747
2023-10-16,tablet,146974
2023-10-16,smart tv,216
2023-10-15,mobile,5151303
2023-10-15,desktop,1032691
2023-10-15,tablet,79401
2023-10-15,smart tv,106
2023-10-14,mobile,7403451
2023-10-14,desktop,1355121
2023-10-14,tablet,116254
2023-10-14,smart tv,146
2023-10-13,mobile,9018246
2023-10-13,desktop,2429599
2023-10-13,tablet,131962
2023-10-13,smart tv,152
2023-10-12,mobile,9007731
2023-10-12,desktop,2649315
2023-10-12,tablet,134596
2023-10-12,smart tv,171
2023-10-11,mobile,8925771
2023-10-11,desktop,2573358
2023-10-11,tablet,134324
2023-10-11,smart tv,167
2023-10-10,mobile,10204513
2023-10-10,desktop,2848344
2023-10-10,tablet,149724
2023-10-10,smart tv,224
2023-10-09,mobile,7092787
2023-10-09,desktop,2138715
2023-10-09,tablet,111369
2023-10-09,smart tv,275
2023-10-08,mobile,4338793
2023-10-08,desktop,910043
2023-10-08,tablet,73163
2023-10-08,smart tv,138
2023-10-07,mobile,6678561
2023-10-07,desktop,1223768
2023-10-07,tablet,108752
2023-10-07,smart tv,208
