page_title,active_visitors
"Databases, Tables & Calculators by Subject",85
Economic News Releases : U.S. Bureau of Labor Statistics,82
Consumer Price Index Summary - 2023 M11 Results,81
"Case Status Search | Flag.dol.gov",78
Employment Situation - 2023 M13 Results,77
"FMLA Frequently Asked Questions | U.S. Department of Labor",75
"Job Search | CareerOneStop",75
Your Score Details l CareerOneStop,75
Physicians and Surgeons : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,74
One-Screen Data Search,72
Current Employment Statistics - CES (National) : U.S. Bureau of Labor Statistics,69
"ITA Coverage Application | Occupational Safety and Health Administration",69
Thanks for visiting us. You are now exiting the U.S. Bureau of Labor Statistics website : U.S. Bureau of Labor Statistics,68
"Homepage | Mine Safety and Health Administration (MSHA)",67
"WHD | U.S. Department of Labor",66
"12-month percentage change, Consumer Price Index, selected categories",64
Formatting Options,64
Top Picks (Most Requested Statistics) : U.S. Bureau of Labor Statistics,63
BLS Data Finder,61
Civilian unemployment rate,60
K‐12 : Games ‐ Name that state! : U.S. Bureau of Labor Statistics,60
"Career clusters | Explore Careers | CareerOneStop",59
"Salary Finder | CareerOneStop",59
"Encontrar Trabajo | SeasonalJobs.dol.gov",57
"Unemployment Benefits Finder | CareerOneStop",57
"Family and Medical Leave (FMLA) | U.S. Department of Labor",56
"1926 | Occupational Safety and Health Administration",55
"Employment Situation Summary Table A. Household data, seasonally adjusted - 2023 M13 Results",54
Highest Paying Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,53
Registered Nurses : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,53
"WHD Fact Sheets | U.S. Department of Labor",53
Consumer Price Index (CPI) Databases : U.S. Bureau of Labor Statistics,52
Fastest Growing Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,52
"How to File a Complaint | U.S. Department of Labor",52
"Self Assessments | CareerOnestop",52
"Apprenticeship Finder | Apprenticeship.gov",51
"Training | Occupational Safety and Health Administration",49
"US Department of Labor files suit seeking approximately $500K for 18 employees of Pasadena restaurant that illegally kept portion of their tips | U.S. Department of Labor",49
elaws - <i>FirstStep</i> Poster Advisor,49
Architecture and Engineering Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,48
"Career videos | Videos | CareerOneStop",48
DMS SEARCH,48
Lawyers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,48
Schedule of Selected Releases for January 2024,48
BLS Data Viewer,47
"Fair Labor Standards Act (FLSA) Minimum Wage Poster | U.S. Department of Labor",47
"Skills Assessment | CareerOneStop",47
Arts and Design Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,46
"Frequently Asked Questions (FAQs) | Occupational Safety and Health Administration",46
"Mine Data Retrieval System | Mine Safety and Health Administration (MSHA)",46
OES Home : U.S. Bureau of Labor Statistics,46
"Advanced Search | SeasonalJobs.dol.gov",45
Schedule of Releases for the Consumer Price Index,45
"9035 Application | Foreign Labor Application Gateway",44
"Form 5500 Series | U.S. Department of Labor",43
Business and Financial Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,42
"Fact Sheet #17A: Exemption for Executive, Administrative, Professional, Computer & Outside Sales Employees Under the Fair Labor Standards Act (FLSA) | U.S. Department of Labor",42
"Fatality Reports | Mine Safety and Health Administration (MSHA)",42
"State Plans | Occupational Safety and Health Administration",42
Table B-1. Employees on nonfarm payrolls by industry sector and selected industry detail - 2023 M13 Results,42
"9089 Application | Foreign Labor Application Gateway",41
"1904 | Occupational Safety and Health Administration",40
Aerospace Engineers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,40
Error 404 - Page Not Found - U.S. Department of Labor,40
"Toolkit | CareerOneStop",40
"Employment Situation Summary Table B. Establishment data, seasonally adjusted - 2023 M13 Results",39
"Family and Medical Leave Act (FMLA) Poster | U.S. Department of Labor",39
"1904.7 - General recording criteria. | Occupational Safety and Health Administration",38
"About OSHA | Occupational Safety and Health Administration",37
Office of Administrative Law Judges - U.S. Department of Labor - Case Status Lookups,37
"State Labor Offices | U.S. Department of Labor",37
Veterinarians : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,37
Computer and Information Technology Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,36
"DOL Staff | OFFICE OF WORKERS' COMPENSATION PROGRAMS",36
"Highest Paying Careers | Careers | CareerOneStop",36
"SSA BEST Questionnaire | SSABEST",36
"Sorry, the page you are looking for cannot be found.",36
"Teaching Aids | Occupational Safety and Health Administration",36
"ETA | U.S. Department of Labor",34
"Fact Sheet #28: The Family and Medical Leave Act | U.S. Department of Labor",34
List of SOC Occupations,34
"Minimum Wage | U.S. Department of Labor",34
"Resources for Employers | U.S. Department of Labor",34
Architects : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,33
CPS Home : U.S. Bureau of Labor Statistics,33
"OSHA's Free Workplace Poster | Occupational Safety and Health Administration",33
"Outreach Training Program | Occupational Safety and Health Administration",33
"Page Not Found | U.S. Department of Labor",33
Athletes and Sports Competitors : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,32
Consumer Price Index - 2023 M11 Results,32
Schedule of Releases for the Employment Situation,32
"1910.1200 - Hazard Communication. | Occupational Safety and Health Administration",31
BLS Series Report : U.S. Bureau of Labor Statistics,31
Occupational Safety and Health Administration,31
"Office of Federal Contract Compliance Programs | U.S. Department of Labor",31
Data for Occupations Not Covered in Detail : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,30
"File a Complaint | Occupational Safety and Health Administration",30
"Recordkeeping - Detailed Guidance for OSHA's Injury and Illness Recordkeeping Rule | Occupational Safety and Health Administration",30
"Training Requirements and Resources | Occupational Safety and Health Administration",30
"Worker Rights | U.S. Department of Labor",30
2018 Standard Occupational Classification System : U.S. Bureau of Labor Statistics,29
Animal Care and Service Workers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,29
Job Openings and Labor Turnover Summary - 2023 M11 Results,29
Local Training Finder,29
Psychologists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,29
VFCP Calculator,29
"Continuation of Health Coverage (COBRA) | U.S. Department of Labor",28
Entertainment and Sports Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,28
"Homepage | Apprenticeship.gov",28
"How Do I File for Unemployment Insurance? | U.S. Department of Labor",28
Management Occupations : Occupational Outlook Handbook : : U.S. Bureau of Labor Statistics,28
Military Careers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,28
"Occupation Profile | CareerOneStop",28
Physician Assistants : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,28
"SIC Manual | Occupational Safety and Health Administration",28
"State Labor Laws | U.S. Department of Labor",28
Table A-1. Employment status of the civilian population by sex and age - 2023 M13 Results,28
"Wage and Hour Division Davis-Bacon Wage Determination Conformance Request Guide, September 2021 | U.S. Department of Labor",28
"American Job Center Finder | CareerOneStop",27
"Fact Sheet #22: Hours Worked Under the Fair Labor Standards Act (FLSA) | U.S. Department of Labor",27
"Find Jobs | CareerOneStop",27
"Forms and Online Filing | Mine Safety and Health Administration (MSHA)",27
"Life, Physical, and Social Science Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics",27
"OSHA Offices by State | Occupational Safety and Health Administration",27
Office of Administrative Law Judges - U.S. Department of Labor - DMS Search,27
Accountants and Auditors : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,26
"Foreign Labor Certification | U.S. Department of Labor",26
JOLTS Home : U.S. Bureau of Labor Statistics,26
"News Releases | U.S. Department of Labor",26
"OSHA Worker Rights and Protections | Occupational Safety and Health Administration",26
Police and Detectives : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,26
SOC home : U.S. Bureau of Labor Statistics,26
"Standard Interpretations | Occupational Safety and Health Administration",26
elaws - Fair Labor Standards Act Advisor,26
"Breaks and Meal Periods | U.S. Department of Labor",25
"COBRA Continuation Coverage | U.S. Department of Labor",25
Consumer Price Index (CPI) Tables : U.S. Bureau of Labor Statistics,25
"Davis-Bacon and Related Acts | U.S. Department of Labor",25
"Other Resources | U.S. Department of Labor",25
"Overtime Pay | U.S. Department of Labor",25
Search - Enforcement Data - U.S. Department of Labor,25
"Software Developers, Quality Assurance Analysts, and Testers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics",25
"1910.147 - The control of hazardous energy (lockout/tagout). | Occupational Safety and Health Administration",24
Archived Consumer Price Index Supplemental Files : U.S. Bureau of Labor Statistics,24
CPS Tables : U.S. Bureau of Labor Statistics,24
Consumer Price Index Historical Tables for U.S. City Average : Mid–Atlantic Information Office : U.S. Bureau of Labor Statistics,24
"Find Training | CareerOneStop",24
Graphics for Economic News Releases,24
"Handy Reference Guide to the Fair Labor Standards Act | U.S. Department of Labor",24
IIF Home : U.S. Bureau of Labor Statistics,24
"Information Technology career cluster | Explore Careers | CareerOneStop",24
"Information Technology occupation list | Explore Careers | CareerOneStop",24
Mechanical Engineers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,24
Quarterly Census of Employment and Wages,24
"Table 1. Consumer Price Index for All Urban Consumers (CPI-U): U. S. city average, by expenditure category - 2023 M11 Results",24
"Unemployment benefits | CareerOneStop",24
"Work Values Matcher Assessment | Careers | CareerOneStop",24
"9141 Application | Foreign Labor Application Gateway",23
"Announcements | U.S. Department of Labor",23
Computer Hardware Engineers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,23
Educational Instruction and Library Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,23
Food Preparation and Serving Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,23
High School Teachers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,23
May 2022 National Occupational Employment and Wage Estimates,23
"OSHA Frequently Asked Questions | Occupational Safety and Health Administration",23
"1904.41 - Electronic submission of Employer Identification Number (EIN) and injury and illness records to OSHA. | Occupational Safety and Health Administration",22
"1910.1030 - Bloodborne pathogens. | Occupational Safety and Health Administration",22
"1910.146 - Permit-required confined spaces | Occupational Safety and Health Administration",22
"1910.23 - Ladders. | Occupational Safety and Health Administration",22
"1926.1053 - Ladders. | Occupational Safety and Health Administration",22
"Contact Us | Occupational Safety and Health Administration",22
"File Not Found | Occupational Safety and Health Administration",22
"Hazard Communication - Overview | Occupational Safety and Health Administration",22
"Homepage | SeasonalJobs.dol.gov",22
"Loan Finder | GovLoans",22
"Nurse Anesthetists, Nurse Midwives, and Nurse Practitioners : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics",22
"OSHA's A-Z Index | Occupational Safety and Health Administration",22
"Occupation Profile for Web Developers | CareerOneStop",22
Tables Created by BLS : U.S. Bureau of Labor Statistics,22
elaws - Family and Medical Leave Act Advisor,22
- USDOL OSHA Public Web Site Search Results,21
"Advertising, Promotions, and Marketing Managers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics",21
"Contact Us | U.S. Department of Labor",21
"Employee Polygraph Protection Act (EPPA) Poster | U.S. Department of Labor",21
"FMLA: General Guidance | U.S. Department of Labor",21
"Fatality Inspection Data | Occupational Safety and Health Administration",21
Photographers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,21
"eTools : Computer Workstations - Checklists - Evaluation | Occupational Safety and Health Administration",21
"Accident Report Detail | Occupational Safety and Health Administration osha.gov",20
Automotive Service Technicians and Mechanics : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,20
Chemical Engineers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,20
"Contact the Department of Labor | U.S. Department of Labor",20
Electrical and Electronics Engineers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,20
"FLSA Protections to Pump at Work | U.S. Department of Labor",20
"Federal Employees' Compensation Program | U.S. Department of Labor",20
Flight Attendants : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,20
OPDR,20
"OSHA Enforcement | Occupational Safety and Health Administration",20
"OSHA Training Institute Education Centers | Occupational Safety and Health Administration",20
"Outreach Trainers | Occupational Safety and Health Administration",20
Physical Therapists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,20
Radiologic and MRI Technologists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,20
Social Workers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,20
"State Minimum Wage Laws | U.S. Department of Labor",20
"1910.178 - Powered industrial trucks. | Occupational Safety and Health Administration",19
Abandoned Plan Search,19
"Barbers, Hairstylists, and Cosmetologists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics",19
Construction and Extraction Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,19
Craft and Fine Artists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,19
"Family and Medical Leave Act Employee Guide | U.S. Department of Labor",19
Media and Communication Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,19
"Mental Health and Substance Use Disorder Parity | U.S. Department of Labor",19
"Minimum Length of Meal Period Required under State Law for Adult Employees in Private Sector 1 | U.S. Department of Labor",19
"Provider Enrollments | OFFICE OF WORKERS' COMPENSATION PROGRAMS",19
Unemployment Rates for States,19
"Certification Finder | CareerOneStop",18
"Charts related to the latest ""The Employment Situation"" news release",18
Chefs and Head Cooks : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,18
"Department of Labor announces rule expanding submission requirements for injury, illness data provided by employers in high-hazard industries | Occupational Safety and Health Administration",18
Diagnostic Medical Sonographers and Cardiovascular Technologists and Technicians : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,18
"Employee Benefits Security Administration | U.S. Department of Labor",18
"Fact Sheet #17G: Salary Basis Requirement and the Part 541 Exemptions Under the Fair Labor Standards Act (FLSA) | U.S. Department of Labor",18
"Fact Sheet #28D: Employer Notification Requirements under the Family and Medical Leave Act | U.S. Department of Labor",18
Featured CES Searchable Databases : U.S. Bureau of Labor Statistics,18
"Find a Job | U.S. Department of Labor",18
Home : Career Outlook: U.S. Bureau of Labor Statistics,18
"Information You Need to File a Complaint | U.S. Department of Labor",18
Interior Designers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,18
OEWS Chart,18
"Practice Job Application | Jobs | CareerOneStop",18
Producer Price Index Home : U.S. Bureau of Labor Statistics,18
"1904.4 - Recording criteria. | Occupational Safety and Health Administration",17
"Career Seekers | Apprenticeship.gov",17
Civilian labor force participation rate,17
Dietitians and Nutritionists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,17
"Family and Medical Leave Act Certification of a Serious Health Condition | U.S. Department of Labor",17
"OSHA Publications | Occupational Safety and Health Administration",17
"OSHA7 Form | Occupational Safety and Health Administration",17
"Occupation Profile for Actors | CareerOneStop",17
"Recordkeeping FAQ Search | Occupational Safety and Health Administration",17
"1910.132 - General requirements. | Occupational Safety and Health Administration",16
"1910.134 - Respiratory protection. | Occupational Safety and Health Administration",16
"1910.25 - Stairways. | Occupational Safety and Health Administration",16
Actors : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,16
Appendix D ‐ USPS State Abbreviations and FIPS Codes : U.S. Bureau of Labor Statistics,16
Bioengineers and Biomedical Engineers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,16
"Charts related to the latest ""Consumer Price Index"" news release",16
Computer Programmers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,16
"Data | Occupational Safety and Health Administration",16
"Equal Employment Opportunity Posters | U.S. Department of Labor",16
"Family and Medical Leave Act Employer Guide | U.S. Department of Labor",16
Frequently Asked Questions - United States Department of Labor,16
Health Education Specialists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,16
"Holiday Pay | U.S. Department of Labor",16
"Installation, Maintenance, and Repair Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics",16
Latest Numbers : U.S. Bureau of Labor Statistics,16
Notice: Data not available: U.S. Bureau of Labor Statistics,16
"OSH Act of 1970 | Occupational Safety and Health Administration",16
"OSHA Publications By Search | Occupational Safety and Health Administration",16
"Recordkeeping - Non-Mandatory Appendix A to Subpart B -- Partially Exempt Industries | Occupational Safety and Health Administration",16
"Safety and Health Topics | Occupational Safety and Health Administration",16
"Temporarily Unavailable | Occupational Safety and Health Administration",16
"Track Your Hours: Just Tap the App | U.S. Department of Labor",16
Zoologists and Wildlife Biologists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,16
elaws - FirstStep Poster Advisor,16
"1910.140 - Personal fall protection systems. | Occupational Safety and Health Administration",15
"1910.157 - Portable fire extinguishers. | Occupational Safety and Health Administration",15
"1910.29 - Fall protection systems and falling object protection - criteria and practices. | Occupational Safety and Health Administration",15
"Americans with Disabilities Act | U.S. Department of Labor",15
Community and Social Service Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,15
Electricians : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,15
Employment Projections Home Page : U.S. Bureau of Labor Statistics,15
"Fact Sheet #73: Break Time for Nursing Mothers under the FLSA | U.S. Department of Labor",15
"How to Contact Us | OFFICE OF WORKERS' COMPENSATION PROGRAMS",15
Kindergarten and Elementary School Teachers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,15
Overview of BLS Wage Data by Area and Occupation : U.S. Bureau of Labor Statistics,15
"Personal Protective Equipment - Overview | Occupational Safety and Health Administration",15
Publications : Office of Publications and Special Studies: U.S. Bureau of Labor Statistics,15
Real Earnings Summary - 2023 M11 Results,15
"Table B-3. Average hourly and weekly earnings of all employees on private nonfarm payrolls by industry sector, seasonally adjusted - 2023 M13 Results",15
"1904.5 - Determination of work-relatedness. | Occupational Safety and Health Administration",14
Airline and Commercial Pilots : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,14
Carpenters : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,14
Childcare Workers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,14
Coaches and Scouts : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,14
Comparing employment from the BLS household and payroll surveys,14
Computer and Information Research Scientists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,14
"Consumer Price Index, Los Angeles area — November 2023 : Western Information Office : U.S. Bureau of Labor Statistics",14
Dentists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,14
ECI Home : U.S. Bureau of Labor Statistics,14
"Emergency Response Rulemaking | Occupational Safety and Health Administration",14
"Fact Sheet #28P: Taking Leave from Work When You or Your Family Member Has a Serious Health Condition under the FMLA | U.S. Department of Labor",14
"Fall Protection - Overview | Occupational Safety and Health Administration",14
Graphic Designers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,14
"H-1B Program | U.S. Department of Labor",14
Judges and Hearing Officers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,14
"News Releases | Occupational Safety and Health Administration",14
"OSHA Videos | Occupational Safety and Health Administration",14
"OTIEC Searchable Course Schedule | Occupational Safety and Health Administration",14
"Permanent Labor Certification (PERM) | Flag.dol.gov",14
Producer Price Index News Release summary - 2023 M11 Results,14
"Report a Fatality or Severe Injury | Occupational Safety and Health Administration",14
Web Developers and Digital Designers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,14
"Welders, Cutters, Solderers, and Brazers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics",14
"1910.22 - General requirements. | Occupational Safety and Health Administration",13
"1910.95 - Occupational noise exposure. | Occupational Safety and Health Administration",13
"Accident Search Results | Occupational Safety and Health Administration osha.gov",13
Calculating percent changes : U.S. Bureau of Labor Statistics,13
"Careers with Declining Employment | Careers | CareerOneStop",13
"Construction Industry | Occupational Safety and Health Administration",13
Consumer Price Index News Release - 2023 M11 Results,13
Dancers and Choreographers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,13
Dental Hygienists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,13
"Employment by industry, monthly changes",13
"Fastest Growing Careers | Careers | CareerOneStop",13
Forensic Science Technicians : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,13
"General | OFFICE OF WORKERS' COMPENSATION PROGRAMS",13
Legal Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,13
"Local Help | CareerOneStop",13
"Mental Health and the FMLA | U.S. Department of Labor",13
"Minimum Wages for Tipped Employees | U.S. Department of Labor",13
Occupational Employment and Wage Statistics,13
"Online Public Disclosure Room | U.S. Department of Labor",13
Overview : Handbook of Methods: U.S. Bureau of Labor Statistics,13
Real Estate Brokers and Sales Agents : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,13
"Recordkeeping - Establishments in the following industries with 20 to 249 employees must submit injury and illness summary (Form 300A) data to OSHA electronically | Occupational Safety and Health Administration",13
"Sign In | EFILE.DOL.GOV",13
Special Effects Artists and Animators : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,13
Table A-15. Alternative measures of labor underutilization - 2023 M13 Results,13
"Training and Reference Materials Library | Occupational Safety and Health Administration",13
"Umpires, Referees, and Other Sports Officials : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics",13
"WARN Act Compliance Assistance | U.S. Department of Labor",13
"eTools : Computer Workstations - Checklists - Purchasing Guide | Occupational Safety and Health Administration",13
"eTools : Computer Workstations | Occupational Safety and Health Administration",13
"1910.119 - Process safety management of highly hazardous chemicals. | Occupational Safety and Health Administration",12
"1910.133 - Eye and face protection. | Occupational Safety and Health Administration",12
"A - Z Index | U.S. Department of Labor",12
Civil Engineers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
"December 14, 2023 Fatality - Preliminary Report | Mine Safety and Health Administration (MSHA)",12
EMTs and Paramedics : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
Education pays : U.S. Bureau of Labor Statistics,12
"Electrical - Overview | Occupational Safety and Health Administration",12
"Employer Responsibilities | Occupational Safety and Health Administration",12
"Fact Sheet #21: Recordkeeping Requirements under the Fair Labor Standards Act (FLSA) | U.S. Department of Labor",12
Field of degree : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
Film and Video Editors and Camera Operators : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
"Frequently Asked Questions and Answers About the Revisions to the Family and Medical Leave Act | U.S. Department of Labor",12
"Frequently Asked Questions – Pumping Breast Milk at Work | U.S. Department of Labor",12
Getting Started : U.S. Bureau of Labor Statistics,12
Health and Safety Engineers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
"Health science career cluster | Explore Careers | CareerOneStop",12
"Help for Employers | Occupational Safety and Health Administration",12
Industries at a Glance: Industry at a Glance Home : U.S. Bureau of Labor Statistics,12
"Investigation Summaries | Occupational Safety and Health Administration osha.gov",12
LAUS Home : U.S. Bureau of Labor Statistics,12
"Legal Highlight: The Civil Rights Act of 1964 | U.S. Department of Labor",12
Most New Jobs : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
Musicians and Singers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
"OALJ | U.S. Department of Labor",12
"OSHA Online Whistleblower Complaint Form | Occupational Safety and Health Administration",12
"OTI Education Center Locations | Occupational Safety and Health Administration",12
"Occupation Profile for Chief Executives | CareerOneStop",12
Personal Care and Service Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
Schedule of Selected Releases 2024,12
"Service Locator Local Help | CareerOneStop",12
"Summary of the Major Laws of the Department of Labor | U.S. Department of Labor",12
"TABLE 1. Incidence rates of nonfatal occupational injuries and illnesses by industry and case types, 2020",12
"TABLE 1. Incidence rates of nonfatal occupational injuries and illnesses by industry and case types, 2022",12
"The Whistleblower Protection Programs | Whistleblower Protection Program",12
Transportation and Material Moving Occupations : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
"USERRA - Uniformed Services Employment and Reemployment Rights Act | U.S. Department of Labor",12
"VETS | U.S. Department of Labor",12
"Wages | U.S. Department of Labor",12
Writers and Authors : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,12
"1926.451 - General requirements. | Occupational Safety and Health Administration",11
"1926.651 - Specific Excavation Requirements. | Occupational Safety and Health Administration",11
"Apprenticeship | U.S. Department of Labor",11
Athletic Trainers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,11
Available Workforce Tool: Build Profiles - CareerOneStop,11
Calculation : Handbook of Methods: U.S. Bureau of Labor Statistics,11
"Compliance Assistance | U.S. Department of Labor",11
Download Forms : U.S. Bureau of Labor Statistics,11
Employee Locator page,11
Employment Cost Index Summary - 2023 Q03 Results,11
Employment Situation News Release - 2023 M13 Results,11
"Fact Sheet #17D: Exemption for Professional Employees Under the Fair Labor Standards Act (FLSA) | U.S. Department of Labor",11
"Fact Sheet #28A: Employee Protections under the Family and Medical Leave Act | U.S. Department of Labor",11
"Farmers, Ranchers, and Other Agricultural Managers : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics",11
"Find a Trainer | Occupational Safety and Health Administration",11
"For Providers | OFFICE OF WORKERS' COMPENSATION PROGRAMS",11
Hydrologists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,11
"Know Your Rights | U.S. Department of Labor",11
Lawyers,11
MLR Home : U.S. Bureau of Labor Statistics,11
Medical Records Specialists : Occupational Outlook Handbook: : U.S. Bureau of Labor Statistics,11
Monthly Establishment Data‐‐National : U.S. Bureau of Labor Statistics,11
